,Unnamed: 0,e_form,e_hull,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
4258,4627,-2.365,0.232,15.82,0.0,5.853,6.422000000000001,8.417,90.0,90.0,90.0,-17.250999999999998
4259,4628,-3.19,0.285,14.351,0.0,5.6979999999999995,5.896,8.543,90.0,90.0,90.0,-7.528
4260,4629,-2.407,0.269,9.459,0.0,4.842,4.8580000000000005,8.041,90.0,90.0,90.0,-4.334
4261,4630,-2.07,1.472,14.136,0.0,4.135,4.135,4.135,90.0,90.0,90.0,-3.709
4262,4631,-1.685,1.503,10.017,0.0,3.6860000000000004,3.6860000000000004,3.6860000000000004,90.0,90.0,90.0,-3.843
4263,4632,-1.615,1.222,10.401,0.0,3.733,3.733,3.733,90.0,90.0,90.0,-0.705
4264,4634,-2.361,0.241,12.582,0.0,5.5920000000000005,5.672999999999999,7.931,90.0,90.0,90.0,-10.414
4265,4635,-2.023,0.833,12.656,0.0,3.985,3.985,3.985,90.0,90.0,90.0,3.134
4266,4636,-3.119,0.3,13.718,0.0,5.718999999999999,5.801,8.269,90.0,90.0,90.0,-6.992000000000001
4267,4637,-1.212,1.256,9.392,0.0,3.608,3.608,3.608,90.0,90.0,90.0,-1.581
4268,4639,-0.939,1.355,11.644,0.0,3.8760000000000003,3.8760000000000003,3.8760000000000003,90.0,90.0,90.0,-0.206
4269,4640,-1.958,0.999,16.663,0.0,4.368,4.368,4.368,90.0,90.0,90.0,3.847
4270,4641,-2.367,0.15,15.451,1.808,5.5889999999999995,5.774,9.576,90.0,90.0,90.0,0.001
4271,4642,-0.68,1.526,11.839,0.0,3.897,3.897,3.897,90.0,90.0,90.0,-1.399
4272,4643,-3.145,0.269,13.474,0.0,5.696000000000001,5.763999999999999,8.208,90.0,90.0,90.0,-6.774
4273,4644,-3.0980000000000003,0.284,13.954,0.0,5.7379999999999995,5.841,8.326,90.0,90.0,90.0,-7.286
4274,4645,-0.525,1.6569999999999998,12.245,0.0,3.9410000000000003,3.9410000000000003,3.9410000000000003,90.0,90.0,90.0,-1.92
4275,4647,-2.354,0.21600000000000005,17.169,0.0,5.979,6.68,8.597999999999999,90.0,90.0,90.0,-17.758
4276,4648,-1.272,1.186,11.73,0.0,3.885,3.885,3.885,90.0,90.0,90.0,0.5670000000000001
4277,4649,-0.857,1.4,11.42,0.0,3.8510000000000004,3.8510000000000004,3.8510000000000004,90.0,90.0,90.0,-1.546
4278,4650,-0.998,1.327,11.315,0.0,3.839,3.839,3.839,90.0,90.0,90.0,-0.586
4279,4651,-1.128,1.344,13.476,0.0,4.069,4.069,4.069,90.0,90.0,90.0,1.031
4280,4652,-2.238,1.227,12.309,0.0,3.948,3.948,3.948,90.0,90.0,90.0,-1.921
4281,4653,-2.231,0.733,8.748,0.0,3.523,3.523,3.523,90.0,90.0,90.0,4.402
4282,4654,-3.157,0.263,13.325,0.0,5.685,5.731,8.18,90.0,90.0,90.0,-6.44
4283,4655,-2.316,0.25,14.526,1.051,5.462999999999999,5.791,9.182,90.0,90.0,90.0,1.902
4284,4656,-3.182,0.171,15.27,2.843,5.607,5.726,9.512,90.0,90.0,90.0,-11.834
4285,4657,-2.185,0.69,12.44,0.0,3.9619999999999997,3.9619999999999997,3.9619999999999997,90.0,90.0,90.0,3.64
4286,4658,-3.087,0.255,12.735,0.0,5.624,5.632999999999999,8.04,90.0,90.0,90.0,-5.488
4287,4659,-1.327,1.129,11.556,0.0,3.866,3.866,3.866,90.0,90.0,90.0,0.895
4288,4660,-0.8370000000000001,1.4980000000000002,14.383,0.0,4.159,4.159,4.159,90.0,90.0,90.0,0.8420000000000001
4289,4661,-2.171,1.469,18.617,0.0,4.532,4.532,4.532,90.0,90.0,90.0,2.591
4290,4662,-2.417,0.705,11.154000000000002,0.0,3.821,3.821,3.821,90.0,90.0,90.0,2.661
4291,4663,-2.053,0.268,14.423,0.0,5.539,5.784,9.003,90.0,90.0,90.0,-7.1389999999999985
4292,4664,-1.991,1.536,14.557,0.0,4.175,4.175,4.175,90.0,90.0,90.0,-4.261
4293,4665,-3.0010000000000003,0.388,13.578,0.0,5.691,5.952999999999999,8.016,90.0,90.0,90.0,3.769
4294,4666,-2.002,0.911,10.609000000000002,0.0,3.7569999999999997,3.7569999999999997,3.7569999999999997,90.0,90.0,90.0,2.541
4295,4667,-1.66,0.939,11.953,0.0,3.91,3.91,3.91,90.0,90.0,90.0,2.079
4296,4668,-1.818,1.66,15.405,0.0,4.255,4.255,4.255,90.0,90.0,90.0,-5.158
4297,4669,-3.319,0.21,12.773,2.612,5.393,5.51,8.596,90.0,90.0,90.0,-8.193999999999999
4298,4670,-1.111,1.504,10.437,0.0,3.737,3.737,3.737,90.0,90.0,90.0,-3.817
4299,4671,-2.362,0.915,13.792,0.0,4.101,4.101,4.101,90.0,90.0,90.0,0.297
4300,4672,-1.676,0.595,19.189,0.0,4.578,4.578,4.578,90.0,90.0,90.0,-1.622
4301,4673,-0.482,0.099,12.765999999999998,0.0,5.542000000000001,5.728,8.043,90.0,90.0,90.0,-2.008
4302,4674,-2.028,0.073,10.447,1.01,5.207999999999999,5.3260000000000005,7.5329999999999995,90.0,90.0,90.0,-0.122
4303,4675,-1.073,0.24,13.142,0.0,3.7060000000000004,3.7060000000000004,4.784,90.0,90.0,90.0,1.078
4304,4676,-0.448,0.162,13.084,0.0,5.595,5.809,8.051,90.0,90.0,90.0,0.056
4305,4677,-0.679,1.101,8.616,0.0,3.5060000000000002,3.5060000000000002,3.5060000000000002,90.0,90.0,90.0,-0.51
4306,4678,-1.457,0.227,18.056,0.0,5.129,6.622999999999999,10.630999999999998,90.0,90.0,90.0,-4.334
4307,4679,-0.987,0.6679999999999999,9.32,0.0,3.5989999999999998,3.5989999999999998,3.5989999999999998,90.0,90.0,90.0,-2.344
4308,4680,-1.098,0.108,15.591,0.0,5.962999999999999,6.0360000000000005,8.663,90.0,90.0,90.0,0.4920000000000001
4309,4681,-0.845,0.921,16.029,0.0,4.311,4.311,4.311,90.0,90.0,90.0,-4.993
4310,4682,-0.285,0.688,14.239,0.0,4.145,4.145,4.145,90.0,90.0,90.0,-3.698
4311,4683,-1.526,0.7020000000000001,19.886,0.0,4.633,4.633,4.633,90.0,90.0,90.0,-3.232
4312,4684,-0.991,0.105,10.952,0.0,5.294,5.455,7.585,90.0,90.0,90.0,-0.542
4313,4685,-1.672,0.038,11.302,0.5429999999999999,5.3420000000000005,5.501,7.693,90.0,90.0,90.0,0.334
4314,4686,-0.462,0.57,18.293,0.648,5.457999999999999,6.322,10.603,90.0,90.0,90.0,-1.57
4315,4687,-0.711,0.08,10.95,0.0,5.287000000000001,5.471,7.571000000000001,90.0,90.0,90.0,-1.479
4316,4688,-1.791,0.602,17.195,0.0,4.414,4.414,4.414,90.0,90.0,90.0,-2.888
4317,4689,-1.816,0.601,16.135,0.0,4.321000000000001,4.321000000000001,4.321000000000001,90.0,90.0,90.0,-2.99
4318,4690,-1.6669999999999998,0.17600000000000002,15.218,0.341,6.101,6.138,8.127,90.0,90.0,90.0,-3.699
4319,4691,-1.249,0.045,11.441,0.0,5.347,5.515,7.76,90.0,90.0,90.0,-0.727
4320,4692,-1.454,0.065,11.272,0.5579999999999999,5.316,5.457000000000001,7.772,90.0,90.0,90.0,-1.757
4321,4693,-2.261,0.104,14.658,0.8959999999999999,5.8260000000000005,5.9079999999999995,8.517000000000001,90.0,90.0,90.0,-3.09
4322,4694,-1.304,0.175,12.684,0.0,3.5839999999999996,3.5839999999999996,4.937,90.0,90.0,90.0,1.418
4323,4695,-2.504,0.145,13.505,0.0,5.706,5.82,8.133,90.0,90.0,90.0,0.974
4324,4696,-0.043,0.608,14.798,0.0,4.198,4.198,4.198,90.0,90.0,90.0,-2.9560000000000004
4325,4697,-2.311,0.095,14.136,0.8759999999999999,5.75,5.848,8.408,90.0,90.0,90.0,-3.018
4326,4698,-1.332,0.058,13.198,0.0,5.604,5.722,8.232000000000001,90.0,90.0,90.0,-3.323
4327,4699,-0.8220000000000001,0.161,12.101,0.0,5.515,5.581,7.8629999999999995,90.0,90.0,90.0,1.362
4328,4700,0.519,1.599,17.374000000000002,0.0,4.428999999999999,4.428999999999999,4.428999999999999,90.0,90.0,90.0,-10.518
4329,4701,-2.216,0.109,16.127,1.05,6.005,6.08,8.835,90.0,90.0,90.0,-2.779
4330,4702,-0.34,0.81,10.226,0.0,3.7119999999999997,3.7119999999999997,3.7119999999999997,90.0,90.0,90.0,-3.981
4331,4703,-2.366,0.083,13.522,0.931,5.649,5.772,8.295,90.0,90.0,90.0,-2.715
4332,4704,-1.033,0.623,11.843,0.0,3.898,3.898,3.898,90.0,90.0,90.0,-3.24
4333,4705,-1.426,0.051,11.424,0.0,5.341,5.537999999999999,7.725,90.0,90.0,90.0,-0.182
4334,4706,-1.74,0.145,12.788,0.0,3.9989999999999997,3.9989999999999997,3.9989999999999997,90.0,90.0,90.0,4.1610000000000005
4335,4707,0.16,1.261,13.277,0.0,4.0489999999999995,4.0489999999999995,4.0489999999999995,90.0,90.0,90.0,-7.643
4336,4708,-2.2230000000000003,0.065,13.712,0.448,4.032,4.032,4.218,90.0,90.0,90.0,4.564
4337,4709,-2.164,0.115,15.638,1.014,5.955,6.0360000000000005,8.702,90.0,90.0,90.0,-3.035
4338,4710,-0.862,0.103,10.857,0.0,5.273,5.437,7.5729999999999995,90.0,90.0,90.0,-1.463
4339,4711,-2.466,0.105,16.26,1.113,6.14,6.14,6.14,59.7,59.7,59.7,1.24
4340,4712,-0.979,0.133,12.443,0.0,3.9619999999999997,3.9619999999999997,3.9619999999999997,90.0,90.0,90.0,2.445
4341,4713,-2.563,-0.358,17.211,3.399,4.415,4.415,4.415,90.0,90.0,90.0,5.8
4342,4714,-0.972,0.114,15.039,0.0,5.882000000000001,5.9639999999999995,8.574,90.0,90.0,90.0,-1.497
4343,4715,-0.7340000000000001,0.006999999999999999,12.197,0.0,5.445,5.615,7.979,90.0,90.0,90.0,-0.958
4344,4716,-1.624,0.6829999999999999,18.419,0.0,4.516,4.516,4.516,90.0,90.0,90.0,-3.37
4345,4717,-2.14,0.117,15.939,0.971,5.997999999999999,6.07,8.756,90.0,90.0,90.0,-2.864
4346,4718,-0.7020000000000001,0.226,12.457,0.0,5.531000000000001,5.694,7.912000000000001,90.0,90.0,90.0,-0.184
4347,4719,-2.246,0.056,15.451,0.0,5.886,6.121,8.577,90.0,90.0,90.0,0.8759999999999999
4348,4720,-0.7340000000000001,0.32,18.728,0.0,6.419,6.52,8.95,90.0,90.0,90.0,-9.944
4349,4721,-1.3969999999999998,0.203,12.542,0.0,3.9730000000000003,3.9730000000000003,3.9730000000000003,90.0,90.0,90.0,3.953
4350,4722,-0.914,0.054000000000000006,11.85,0.0,5.44,5.58,7.807,90.0,90.0,90.0,0.486
4351,4723,-0.96,0.147,12.073,0.0,5.542000000000001,5.5760000000000005,7.814,90.0,90.0,90.0,1.828
4352,4724,-1.277,0.268,13.556,0.0,4.077,4.077,4.077,90.0,90.0,90.0,1.98
4353,4725,-2.296,0.077,12.484000000000002,1.265,5.49,5.647,8.052999999999999,90.0,90.0,90.0,-2.416
4354,4726,-1.833,0.35600000000000004,11.169,0.0,3.437,3.437,4.726,90.0,90.0,90.0,2.079
4355,4727,-2.213,0.106,16.055999999999994,1.625,6.247999999999999,6.247999999999999,6.247999999999999,57.0,57.0,57.0,-3.007
4356,4728,-1.365,0.16,13.377,0.0,5.693,5.781000000000001,8.13,90.0,90.0,90.0,0.873
4357,4729,-1.483,0.26,16.873,0.0,5.8839999999999995,6.2170000000000005,9.224,90.0,90.0,90.0,-5.384
4358,4730,-2.422,0.034,13.343,0.836,4.037,4.037,4.093,90.0,90.0,90.0,5.4270000000000005
4359,4731,-2.148,0.101,14.477,0.958,5.801,5.882999999999999,8.484,90.0,90.0,90.0,-2.923
4360,4732,-1.345,0.118,12.459,0.0,3.964,3.964,3.964,90.0,90.0,90.0,3.125
4361,4733,-1.035,0.139,14.575,0.0,4.0889999999999995,4.0889999999999995,4.3580000000000005,90.0,90.0,90.0,1.166
4362,4734,-2.611,0.277,16.805999999999994,0.0,6.024,6.3020000000000005,8.854,90.0,90.0,90.0,0.058
4363,4735,-2.156,0.165,12.0,0.0,5.513,5.57,7.815,90.0,90.0,90.0,1.152
4364,4736,-0.857,0.08,14.299,0.0,5.718,5.814,8.602,90.0,90.0,90.0,-3.72
4365,4737,-2.346,0.08800000000000001,13.809,0.907,5.7010000000000005,5.803999999999999,8.347000000000001,90.0,90.0,90.0,-2.758
4366,4738,-2.745,-0.108,16.675,2.695,4.369,4.369,4.369,90.0,90.0,90.0,4.183
4367,4739,-1.754,0.21600000000000005,11.634,0.0,5.406000000000001,5.513,7.807,90.0,90.0,90.0,1.822
4368,4740,-1.845,0.111,12.807,0.0,4.001,4.001,4.001,90.0,90.0,90.0,4.966
4369,4741,-2.278,0.095,14.368,1.095,5.787000000000001,5.8660000000000005,8.465,90.0,90.0,90.0,-3.435
4370,4742,-1.043,0.8290000000000001,14.664,0.0,4.185,4.185,4.185,90.0,90.0,90.0,-4.42
4371,4743,-0.58,0.5479999999999999,11.667,0.0,3.878,3.878,3.878,90.0,90.0,90.0,-2.814
4372,4744,-2.36,0.165,13.871,0.0,5.747999999999999,5.881,8.208,90.0,90.0,90.0,0.508
4373,4745,-3.548,0.223,16.948,3.315,6.091,6.223,8.943,90.0,90.0,90.0,0.334
4374,4746,-1.351,0.728,12.857,0.0,4.006,4.006,4.006,90.0,90.0,90.0,-0.825
4375,4747,-3.616,-0.017,9.976,6.198,5.1080000000000005,5.3389999999999995,7.316,90.0,90.0,90.0,6.232
4376,4748,-1.825,0.8640000000000001,12.578,0.0,3.977,3.977,3.977,90.0,90.0,90.0,1.938
4377,4749,-1.204,0.902,13.602,0.0,4.082,4.082,4.082,90.0,90.0,90.0,-0.917
4378,4750,-2.537,0.74,8.012,3.153,3.4219999999999997,3.4219999999999997,3.4219999999999997,90.0,90.0,90.0,5.4929999999999986
4379,4751,-2.861,0.282,18.032,0.645,6.428999999999999,6.76,8.299,90.0,90.0,90.0,-8.566
4380,4752,-2.817,0.335,9.338,0.0,3.266,3.266,4.378,90.0,90.0,90.0,-1.1909999999999998
4381,4753,-1.4280000000000002,1.275,16.531,0.0,4.356,4.356,4.356,90.0,90.0,90.0,0.344
4382,4755,-1.511,0.949,13.539,0.0,4.0760000000000005,4.0760000000000005,4.0760000000000005,90.0,90.0,90.0,-1.311
4383,4756,-2.207,1.519,18.576,0.0,4.529,4.529,4.529,90.0,90.0,90.0,1.887
4384,4757,-2.5660000000000003,0.027000000000000003,10.493,1.392,5.113,5.544,7.404,90.0,90.0,90.0,2.096
4385,4758,-3.229,-0.022,10.864,2.496,5.209,5.541,7.528,90.0,90.0,90.0,4.0310000000000015
4386,4760,-2.306,0.004,10.66,0.268,5.152,5.8229999999999995,7.106,90.0,90.0,90.0,0.436
4387,4761,-2.8110000000000004,1.08,15.37,1.006,4.252,4.252,4.252,90.0,90.0,90.0,0.065
4388,4762,-2.914,1.0,14.878,1.306,4.206,4.206,4.206,90.0,90.0,90.0,0.816
4389,4763,-3.119,0.205,14.961,0.0,5.615,5.729,9.301,90.0,90.0,90.0,-2.593
4390,4764,-2.805,0.017,10.985,1.235,5.229,5.559,7.559,90.0,90.0,90.0,2.865
4391,4765,-2.997,0.019,10.799,4.07,5.206,5.526,7.507999999999999,90.0,90.0,90.0,4.273
4392,4766,-2.694,1.169,15.965,0.6729999999999999,4.306,4.306,4.306,90.0,90.0,90.0,-0.7709999999999999
4393,4767,-2.144,0.672,11.398,0.0,3.8480000000000003,3.8480000000000003,3.8480000000000003,90.0,90.0,90.0,2.604
4394,4768,-3.054,0.64,13.424,0.0,4.064,4.064,4.064,90.0,90.0,90.0,4.327
4395,4769,-1.084,1.064,14.544,0.0,4.1739999999999995,4.1739999999999995,4.1739999999999995,90.0,90.0,90.0,-1.215
4396,4770,-2.863,1.04,15.076,1.154,4.224,4.224,4.224,90.0,90.0,90.0,0.436
4397,4771,-2.065,0.823,13.593,1.289,4.081,4.081,4.081,90.0,90.0,90.0,2.513
4398,4772,-1.5659999999999998,0.878,12.215,0.0,3.938,3.938,3.938,90.0,90.0,90.0,-1.279
4399,4773,-2.089,0.454,17.528,0.0,5.827000000000001,5.847,10.289000000000001,90.0,90.0,90.0,-4.209
4400,4774,-2.3280000000000003,1.494,18.215,0.0,4.499,4.499,4.499,90.0,90.0,90.0,1.591
4401,4775,-2.064,0.583,9.313,0.0,3.5980000000000003,3.5980000000000003,3.5980000000000003,90.0,90.0,90.0,-1.574
4402,4776,-3.0610000000000004,0.8859999999999999,14.17,1.726,4.138,4.138,4.138,90.0,90.0,90.0,1.867
4403,4777,-2.551,0.602,10.823,0.0,3.782,3.782,3.782,90.0,90.0,90.0,-1.829
4404,4778,-2.9810000000000003,0.043,11.019,0.411,5.22,5.688,7.422000000000001,90.0,90.0,90.0,3.2960000000000003
4405,4779,-2.195,0.74,12.268,0.0,3.944,3.944,3.944,90.0,90.0,90.0,1.26
4406,4780,-1.364,1.181,11.814,0.0,3.895,3.895,3.895,90.0,90.0,90.0,-3.1660000000000004
4407,4781,-2.518,0.7290000000000001,12.974,0.0,4.018,4.018,4.018,90.0,90.0,90.0,2.767
4408,4782,-2.389,1.388,17.55,0.0,4.444,4.444,4.444,90.0,90.0,90.0,-2.718
4409,4783,-2.435,0.028,10.252,0.0,5.096,5.51,7.3020000000000005,90.0,90.0,90.0,0.857
4410,4784,-2.494,1.23,17.067,0.0,4.4030000000000005,4.4030000000000005,4.4030000000000005,90.0,90.0,90.0,1.7180000000000002
4411,4785,-1.611,0.877,12.089,0.0,3.924,3.924,3.924,90.0,90.0,90.0,-0.34600000000000003
4412,4786,-2.319,1.041,17.753,0.0,4.461,4.461,4.461,90.0,90.0,90.0,2.359
4413,4787,-2.362,0.221,14.592,0.0,5.734,6.002000000000001,8.481,90.0,90.0,90.0,0.49
4414,4788,-1.642,0.583,12.206,0.0,3.937,3.937,3.937,90.0,90.0,90.0,-0.365
4415,4789,-2.48,1.324,17.048,0.0,4.401,4.401,4.401,90.0,90.0,90.0,-2.151
4416,4790,-2.3040000000000003,1.45,18.02,0.0,4.4830000000000005,4.4830000000000005,4.4830000000000005,90.0,90.0,90.0,-3.262
4417,4791,-1.473,0.841,12.797,0.0,4.0,4.0,4.0,90.0,90.0,90.0,-0.8190000000000001
4418,4792,-2.55,1.233,16.579,0.0,4.36,4.36,4.36,90.0,90.0,90.0,2.549
4419,4793,-2.055,0.479,18.959,0.0,5.815,5.858,11.132,90.0,90.0,90.0,-9.129
4420,4794,-1.823,0.936,12.19,0.0,3.935,3.935,3.935,90.0,90.0,90.0,-0.238
4421,4795,-1.78,0.653,11.866,0.0,3.9,3.9,3.9,90.0,90.0,90.0,-0.484
4422,4796,-1.832,0.7040000000000001,11.851,0.0,3.8989999999999996,3.8989999999999996,3.8989999999999996,90.0,90.0,90.0,0.27
4423,4797,-1.6469999999999998,1.109,14.768,0.0,4.195,4.195,4.195,90.0,90.0,90.0,0.334
4424,4798,-3.241,0.629,12.507,2.748,3.969,3.969,3.969,90.0,90.0,90.0,4.9110000000000005
4425,4799,-2.594,0.7909999999999999,9.755,0.0,3.654,3.654,3.654,90.0,90.0,90.0,4.438
4426,4800,-2.537,1.279,16.736,0.355,4.374,4.374,4.374,90.0,90.0,90.0,-1.761
4427,4801,-1.928,0.945,13.69,0.0,4.091,4.091,4.091,90.0,90.0,90.0,2.161
4428,4802,-2.964,0.241,16.179000000000002,0.922,6.216,6.361000000000001,8.184,90.0,90.0,90.0,-4.547
4429,4803,-2.6010000000000004,0.757,12.763,0.0,3.9960000000000004,3.9960000000000004,3.9960000000000004,90.0,90.0,90.0,2.754
4430,4804,-2.623,1.123,15.658,0.861,4.2780000000000005,4.2780000000000005,4.2780000000000005,90.0,90.0,90.0,-0.338
4431,4805,-2.002,0.7290000000000001,12.04,0.0,3.9189999999999996,3.9189999999999996,3.9189999999999996,90.0,90.0,90.0,0.735
4432,4806,-1.339,1.249,15.098,0.0,4.226,4.226,4.226,90.0,90.0,90.0,0.499
4433,4807,-2.7110000000000003,1.161,18.888,0.0,4.553999999999999,4.553999999999999,4.553999999999999,90.0,90.0,90.0,1.886
4434,4808,-3.482,0.045,11.186,0.0,5.245,5.631,7.575,90.0,90.0,90.0,4.479
4435,4809,-2.301,0.133,13.813,0.887,5.48,5.825,8.656,90.0,90.0,90.0,0.355
4436,4810,-2.9760000000000004,0.956,14.604,1.456,4.18,4.18,4.18,90.0,90.0,90.0,1.36
4437,4811,-2.505,1.179,16.852,0.0,4.3839999999999995,4.3839999999999995,4.3839999999999995,90.0,90.0,90.0,1.536
4438,4812,-3.293,-0.011,11.162,1.382,5.245,5.632000000000001,7.558,90.0,90.0,90.0,3.816
4439,4813,-2.119,0.826,12.354,0.0,3.9530000000000003,3.9530000000000003,3.9530000000000003,90.0,90.0,90.0,0.777
4440,4814,-2.787,1.083,15.361,1.077,4.251,4.251,4.251,90.0,90.0,90.0,0.048
4441,4815,-2.299,1.07,13.643,0.0,4.086,4.086,4.086,90.0,90.0,90.0,-2.262
4442,4816,-2.469,0.157,10.986,0.0,5.187,5.737,7.385,90.0,90.0,90.0,-0.4920000000000001
4443,4817,-2.882,0.728,13.976,0.0,4.119,4.119,4.119,90.0,90.0,90.0,3.957
4444,4818,-2.164,1.345,20.164,0.0,4.654,4.654,4.654,90.0,90.0,90.0,0.184
4445,4819,-2.184,0.33,13.544,0.0,5.53,6.255,7.831,90.0,90.0,90.0,-2.108
4446,4820,-3.392,-0.011,10.771,1.4280000000000002,5.34,5.349,7.54,90.0,90.0,90.0,4.383
4447,4821,-1.816,0.957,13.098,0.0,4.031000000000001,4.031000000000001,4.031000000000001,90.0,90.0,90.0,1.42
4448,4822,-1.376,1.129,14.154000000000002,0.0,4.136,4.136,4.136,90.0,90.0,90.0,0.219
4449,4823,-2.116,1.062,9.215,0.0,3.585,3.585,3.585,90.0,90.0,90.0,3.382
4450,4825,-2.89,0.588,9.175,0.0,3.58,3.58,3.58,90.0,90.0,90.0,2.891
4451,4828,-2.6,0.18600000000000005,14.039,2.146,5.62,6.035,8.277999999999999,90.0,90.0,90.0,-0.036000000000000004
4452,4829,-2.258,1.221,18.799,0.0,4.547,4.547,4.547,90.0,90.0,90.0,0.6779999999999999
4453,4831,-2.959,0.16,11.898,0.418,5.471,5.471,5.471,61.2,61.2,61.2,4.9830000000000005
4454,4834,-2.815,0.8290000000000001,15.753,0.0,4.287,4.287,4.287,90.0,90.0,90.0,3.3960000000000004
4455,4836,-2.066,1.584,15.639,0.0,4.276,4.276,4.276,90.0,90.0,90.0,-6.272
4456,4837,-2.256,0.644,11.842,0.0,3.898,3.898,3.898,90.0,90.0,90.0,2.177
4457,4838,-2.75,0.242,11.842,1.067,5.475,5.502000000000001,7.862,90.0,90.0,90.0,3.0460000000000003
4458,4839,-2.7060000000000004,0.909,16.31,0.0,4.337,4.337,4.337,90.0,90.0,90.0,2.735
4459,4840,-2.099,0.759,12.104,0.0,3.926,3.926,3.926,90.0,90.0,90.0,2.2430000000000003
4460,4841,-3.25,0.199,13.562,0.0,5.629,5.974,8.067,90.0,90.0,90.0,5.259
4461,4842,-2.226,0.29100000000000004,15.403,1.773,5.681,6.135,8.838,90.0,90.0,90.0,-2.345
4462,4845,-1.6780000000000002,0.933,12.83,0.0,4.003,4.003,4.003,90.0,90.0,90.0,0.675
4463,4846,-2.87,0.27,17.52,2.296,5.403,5.74,11.299000000000001,90.0,90.0,90.0,-3.13
4464,4847,-2.388,1.187,19.16,0.0,4.5760000000000005,4.5760000000000005,4.5760000000000005,90.0,90.0,90.0,1.159
4465,4848,-3.047,0.099,10.735,2.256,5.167000000000001,5.647,7.359,90.0,90.0,90.0,-2.292
4466,4850,-3.363,0.107,11.777,3.156,5.348,5.732,7.683,90.0,90.0,90.0,0.9
4467,4851,-2.991,0.115,12.781,1.822,5.462999999999999,5.94,7.879,90.0,90.0,90.0,3.81
4468,4852,-2.307,0.631,12.796,0.0,4.0,4.0,4.0,90.0,90.0,90.0,2.262
4469,4853,-2.87,0.238,13.162,2.597,5.483,5.74,8.365,90.0,90.0,90.0,-4.4830000000000005
4470,4854,-2.632,0.521,13.425,0.0,4.064,4.064,4.064,90.0,90.0,90.0,3.631
4471,4856,-2.136,0.652,10.883,0.0,3.7889999999999997,3.7889999999999997,3.7889999999999997,90.0,90.0,90.0,0.946
4472,4858,-1.725,0.915,12.648,0.0,3.984,3.984,3.984,90.0,90.0,90.0,1.0659999999999998
4473,4861,-1.758,0.7929999999999999,12.851,0.0,4.005,4.005,4.005,90.0,90.0,90.0,0.772
4474,4862,-2.507,1.05,17.331,0.0,4.425,4.425,4.425,90.0,90.0,90.0,0.672
4475,4864,-1.6130000000000002,0.922,13.37,0.0,4.059,4.059,4.059,90.0,90.0,90.0,0.467
4476,4865,-2.69,0.846,17.523,0.0,4.441,4.441,4.441,90.0,90.0,90.0,3.167
4477,4866,-2.834,0.28,18.845,2.31,5.3870000000000005,5.747000000000001,12.174000000000001,90.0,90.0,90.0,-10.746
4478,4867,-1.93,0.8740000000000001,12.729,0.0,3.9930000000000003,3.9930000000000003,3.9930000000000003,90.0,90.0,90.0,1.6469999999999998
4479,4868,-1.883,0.72,12.518,0.0,3.97,3.97,3.97,90.0,90.0,90.0,0.54
4480,4869,-1.941,0.731,12.441,0.0,3.9619999999999997,3.9619999999999997,3.9619999999999997,90.0,90.0,90.0,0.962
4481,4870,-1.742,1.0759999999999998,15.118,0.0,4.228,4.228,4.228,90.0,90.0,90.0,0.893
4482,4871,-3.609,0.013,13.125,2.023,5.6,5.831,8.039,90.0,90.0,90.0,4.046
4483,4872,-2.462,0.76,10.727,0.0,3.7710000000000004,3.7710000000000004,3.7710000000000004,90.0,90.0,90.0,3.318
4484,4873,-2.56,1.009,17.051,0.0,4.401,4.401,4.401,90.0,90.0,90.0,2.588
4485,4874,-1.988,0.919,13.908,0.0,4.112,4.112,4.112,90.0,90.0,90.0,2.06
4486,4875,-3.326,0.161,16.725,1.939,5.809,5.9670000000000005,9.651,90.0,90.0,90.0,-7.732
4487,4876,-2.783,0.385,12.908,0.0,5.388,5.388,5.388,67.9,67.9,67.9,3.37
4488,4877,-2.631,0.867,16.016,0.0,4.31,4.31,4.31,90.0,90.0,90.0,3.219
4489,4878,-2.111,0.691,12.613,0.0,3.98,3.98,3.98,90.0,90.0,90.0,1.893
4490,4880,-2.86,0.828,19.09,0.0,4.57,4.57,4.57,90.0,90.0,90.0,3.054
4491,4881,-3.2710000000000004,0.118,12.263,0.0,5.462999999999999,5.692,7.888,90.0,90.0,90.0,5.1629999999999985
4492,4882,-2.238,0.507,15.585,0.0,5.939,6.187,8.482999999999999,90.0,90.0,90.0,-0.975
4493,4883,-2.966,0.7190000000000001,15.012,0.0,4.218,4.218,4.218,90.0,90.0,90.0,3.505
4494,4885,-3.176,0.02,12.447,1.685,5.392,5.949,7.76,90.0,90.0,90.0,4.461
4495,4886,-2.213,0.731,12.827,0.0,4.003,4.003,4.003,90.0,90.0,90.0,2.108
4496,4887,-2.7910000000000004,0.8320000000000001,15.753,0.0,4.287,4.287,4.287,90.0,90.0,90.0,2.5540000000000003
4497,4888,-2.341,1.354,14.146,0.0,4.136,4.136,4.136,90.0,90.0,90.0,-3.14
4498,4889,-2.187,0.764,11.536,0.0,3.864,3.864,3.864,90.0,90.0,90.0,1.141
4499,4890,-3.182,0.219,13.763,0.0,5.669,6.188,7.847,90.0,90.0,90.0,5.154
4500,4892,-1.633,0.07400000000000001,13.017,1.337,5.178999999999999,5.572,9.022,90.0,90.0,90.0,-6.146
