,Unnamed: 0,pf_n,pf_p,s_n,s_p,m_n,m_p
7170,7213,0.0652,0.314,-742.0,653.0,57.9,403.0
7171,7214,0.5870000000000001,0.171,-512.0,474.0,10.8,30.2
7172,7215,0.11,0.0466,-536.0,314.0,9.94,21.3
7173,7216,0.802,0.0423,-388.0,735.0,0.528,81.8
7174,7217,0.0106,0.128,-715.0,603.0,705.0,51.2
7175,7218,0.737,0.226,-364.0,537.0,0.506,444.0
7176,7219,0.267,0.268,158.0,158.0,0.74,0.7390000000000001
7177,7220,0.0877,0.092,75.1,106.0,3.52,3.53
7178,7221,0.355,0.141,-578.0,660.0,7.72,10.0
7179,7222,0.13699999999999998,0.29600000000000004,-665.0,583.0,98.3,46.3
7180,7223,0.425,0.156,-670.0,697.0,1260.0,65.2
7181,7224,0.742,0.265,-461.0,82.6,0.8420000000000001,2.42
7182,7225,0.0109,0.0227,-831.0,800.0,246.0,134.0
7183,7226,1.66,0.484,-378.0,494.0,0.617,0.965
7184,7227,0.422,0.324,-415.0,-240.0,9560.0,13000.0
7185,7228,0.42,0.294,-614.0,717.0,12.9,30.4
7186,7229,0.32299999999999995,0.0365,-532.0,373.0,2.47,22.0
7187,7230,4.07,4.04,-111.0,-114.0,0.5710000000000001,0.615
7188,7231,0.395,0.841,-819.0,764.0,4.79,2.25
7189,7232,0.135,0.063,-592.0,684.0,251.0,49.9
7190,7233,0.15,0.12,-757.0,716.0,491.0,37.3
7191,7234,0.952,0.96,168.0,170.0,520.0,512.0
7192,7235,0.6869999999999999,0.857,-710.0,554.0,16.7,1.7
7193,7236,0.233,0.182,-680.0,693.0,12.1,39.5
7194,7237,0.928,0.936,163.0,165.0,476.0,469.0
7195,7238,0.119,0.029,-335.0,357.0,49.4,27.2
7196,7239,0.219,0.138,-630.0,646.0,5.33,61.1
7197,7240,0.0389,0.0181,-731.0,761.0,54.4,104.0
7198,7241,0.0892,0.64,-707.0,642.0,21.1,10.9
7199,7242,0.006809999999999999,0.187,-673.0,588.0,4450.0,903.0
7200,7243,0.187,0.0738,-763.0,808.0,9180.0,84.5
7201,7244,0.708,0.0074,-295.0,759.0,0.34700000000000003,42.6
7202,7245,1.1,1.09,-105.0,-102.0,0.35,0.35100000000000003
7203,7246,0.028,0.0338,-757.0,738.0,62.6,128.0
7204,7247,1.02,0.126,-334.0,633.0,0.315,2.55
7205,7248,0.0483,0.0664,-818.0,832.0,181.0,65.0
7206,7249,0.516,0.511,-228.0,-224.0,0.439,0.444
7207,7250,0.000566,0.0348,-769.0,774.0,5460.0,762.0
7208,7251,0.21,0.206,-771.0,781.0,10.3,12.5
7209,7252,0.181,0.234,-717.0,709.0,41.9,12.6
7210,7253,0.8390000000000001,0.835,-88.0,-85.6,0.32299999999999995,0.324
7211,7254,0.902,0.317,-695.0,649.0,5.44,18.1
7212,7255,0.0597,0.0662,201.0,240.0,3.97,3.75
7213,7256,0.181,0.405,-760.0,660.0,16.1,6.16
7214,7257,0.011,0.011,-7.4,39.7,3.2,3.21
7215,7258,0.102,0.101,153.0,177.0,5.5,5.2
7216,7259,0.0147,0.0904,-900.0,767.0,268.0,38.9
7217,7260,0.7340000000000001,0.103,-545.0,716.0,44.1,81.4
7218,7261,0.0163,0.00848,-774.0,760.0,117.0,270.0
7219,7262,0.00645,0.152,-813.0,760.0,364.0,42.6
7220,7263,1.66,1.63,-173.0,-168.0,0.0648,0.0656
7221,7264,0.0752,0.0373,-673.0,755.0,29.5,90.0
7222,7265,0.0708,0.0322,-774.0,787.0,894.0,84.3
7223,7266,0.6829999999999999,0.478,-666.0,742.0,67.9,519.0
7224,7267,1.31,0.28,-431.0,592.0,0.5589999999999999,1.9
7225,7268,0.0819,0.075,-679.0,500.0,25.8,805.0
7226,7269,0.705,0.0547,-323.0,688.0,0.426,6.26
7227,7270,0.634,0.0343,-350.0,642.0,0.546,14.8
7228,7271,0.6890000000000001,0.155,-400.0,641.0,0.657,168.0
7229,7272,0.104,0.3,-749.0,634.0,2410.0,76.6
7230,7273,0.355,0.183,-673.0,729.0,7.69,8.01
7231,7274,0.5589999999999999,0.0981,-454.0,685.0,1.61,10.2
7232,7275,0.205,0.206,5.11,9.67,0.192,0.191
7233,7276,0.293,0.348,-793.0,805.0,6.05,5.17
7234,7277,0.7020000000000001,0.0075099999999999984,-361.0,715.0,0.529,73.3
7235,7278,0.6970000000000001,0.0097,-365.0,672.0,0.54,79.5
7236,7279,0.5619999999999999,0.00188,-359.0,641.0,0.6509999999999999,304.0
7237,7280,0.202,0.2,-818.0,771.0,12.1,10.4
7238,7281,0.0698,0.0958,-808.0,841.0,28.1,34.9
7239,7282,0.202,0.0161,-620.0,773.0,487.0,81.9
7240,7283,0.946,0.13,-382.0,710.0,0.44,3.67
7241,7284,0.0361,0.0901,-270.0,506.0,14.3,6.88
7242,7285,0.328,0.3,-537.0,585.0,2.56,34.5
7243,7286,0.309,0.312,-805.0,728.0,6.44,9.12
7244,7287,0.435,0.429,-194.0,-190.0,0.408,0.412
7245,7288,0.111,0.113,5.87,34.2,40.7,40.4
7246,7289,0.149,0.179,50.6,144.0,3.52,3.76
7247,7290,0.192,0.0154,-726.0,763.0,7.73,130.0
7248,7291,0.885,0.8809999999999999,34.0,35.3,0.486,0.485
7249,7292,0.063,0.206,-833.0,770.0,120.0,43.2
7250,7293,0.0102,0.0083,-771.0,823.0,174.0,342.0
7251,7294,0.902,0.00376,-385.0,829.0,0.464,114.0
7252,7295,0.376,0.079,-618.0,872.0,3.27,24.4
7253,7296,0.103,0.147,-607.0,119.0,17.5,223.0
7254,7297,0.5870000000000001,0.0229,-394.0,773.0,0.7440000000000001,1510.0
7255,7298,0.259,0.258,-203.0,-203.0,0.609,0.612
7256,7299,0.0207,0.174,-851.0,784.0,98.8,11.7
7257,7300,0.625,0.244,-374.0,603.0,0.633,798.0
7258,7301,0.524,0.104,-437.0,643.0,1.23,5.65
7259,7302,3.05,3.05,49.1,49.6,0.111,0.111
7260,7303,0.13699999999999998,0.159,65.2,179.0,10.8,9.32
7261,7304,0.605,0.00154,-405.0,757.0,0.763,352.0
7262,7305,0.171,0.106,-709.0,696.0,15.0,15.5
7263,7306,0.319,0.0708,-594.0,687.0,6.91,22.4
7264,7307,0.0418,0.212,-863.0,798.0,139.0,17.8
7265,7308,0.0937,0.192,-768.0,804.0,60.8,5360.0
7266,7309,0.0358,0.259,-781.0,666.0,141.0,22.9
7267,7310,0.203,0.0686,-734.0,829.0,367.0,48.4
7268,7312,0.183,0.0243,-616.0,750.0,6.89,57.3
7269,7313,0.23,0.0343,-716.0,814.0,91.7,51.0
7270,7314,0.0481,0.0236,-727.0,740.0,165.0,71.2
7271,7315,0.188,0.312,-725.0,630.0,8.02,5.63
7272,7316,1.22,0.284,-553.0,764.0,0.705,3.2
7273,7317,0.025,0.159,-844.0,736.0,192.0,25.0
7274,7318,0.0129,0.0205,-732.0,705.0,187.0,546.0
7275,7319,0.435,0.0556,-621.0,767.0,3.54,58.7
7276,7320,2.41,1.99,10.9,76.0,0.411,0.35700000000000004
7277,7321,0.377,0.107,-512.0,640.0,1.99,11.0
7278,7322,0.218,0.224,39.2,61.2,0.505,0.4920000000000001
7279,7323,0.382,0.0664,-676.0,800.0,7.13,38.7
7280,7324,0.449,0.0961,-493.0,723.0,1.88,16.8
7281,7325,0.196,0.629,-764.0,653.0,8.88,4.36
7282,7326,0.443,0.0158,-558.0,759.0,2.51,82.9
7283,7327,0.174,0.0715,-709.0,742.0,11.9,22.3
7284,7328,0.0239,0.0239,34.0,40.4,5.46,5.35
7285,7329,0.258,0.0312,-606.0,477.0,18.4,48.7
7286,7330,0.0712,0.0299,-811.0,835.0,69.6,62.1
7287,7331,0.0168,0.0168,32.3,33.5,0.23,0.23
7288,7332,1.44,1.47,347.0,346.0,0.8640000000000001,0.8490000000000001
7289,7333,0.0317,0.0046700000000000005,-674.0,799.0,65.9,482.0
7290,7334,0.0319,0.09,-661.0,622.0,47.6,2090.0
7291,7335,0.537,0.713,-615.0,602.0,3.61,2.27
7292,7336,0.35200000000000004,0.209,-654.0,661.0,3.43,7.78
7293,7337,0.923,0.008440000000000001,-342.0,824.0,0.35700000000000004,39.1
7294,7338,0.0119,0.0253,-837.0,878.0,476.0,152.0
7295,7339,0.173,0.185,-123.0,27.7,3.96,5.4
7296,7340,0.0723,0.134,-621.0,220.0,28.1,285.0
7297,7341,0.0383,0.0753,-805.0,806.0,68.2,48.9
7298,7342,0.233,0.0135,-718.0,860.0,18600.0,121.0
7299,7343,1.73,1.79,84.1,88.0,0.35100000000000003,0.35600000000000004
7300,7344,0.0418,0.042,44.4,53.2,0.158,0.157
7301,7345,0.254,0.0237,-640.0,700.0,8.7,60.4
7302,7346,0.621,0.517,-506.0,148.0,36.5,92.2
7303,7347,3.23,3.32,51.4,56.6,0.713,0.7090000000000001
7304,7348,0.0385,0.0461,-750.0,787.0,121.0,95.0
7305,7349,0.738,1.1,-665.0,591.0,2.9,1.41
7306,7350,0.662,0.0877,-610.0,784.0,2.88,17.0
7307,7351,0.00378,0.0168,-698.0,685.0,879.0,83.7
7308,7352,2.12,2.08,-97.4,-98.0,0.251,0.25
7309,7353,0.35,0.32299999999999995,-504.0,578.0,2.29,5.93
7310,7354,0.0682,0.0469,-850.0,843.0,69.3,49.1
7311,7355,0.496,0.499,118.0,119.0,0.547,0.546
7312,7356,0.0602,0.0176,-749.0,770.0,70.3,206.0
7313,7357,0.5,0.00471,-411.0,796.0,0.978,143.0
7314,7358,1.47,1.49,-55.2,-53.4,0.667,0.6729999999999999
7315,7359,0.411,0.068,-689.0,781.0,14.1,53.0
7316,7360,0.627,0.105,-531.0,741.0,2.33,35.9
7317,7361,0.61,0.525,-123.0,-117.0,0.0707,0.0824
7318,7362,0.821,0.852,0.518,20.7,0.208,0.209
7319,7363,0.609,0.325,-697.0,627.0,1370.0,27400.0
7320,7364,0.209,0.11,-701.0,761.0,12.3,24.2
7321,7365,0.6859999999999999,0.21600000000000005,-376.0,583.0,0.583,82.3
7322,7366,0.879,0.103,-403.0,766.0,0.52,4.47
7323,7367,1.43,0.529,-572.0,647.0,5.61,9.98
7324,7368,0.277,0.322,-679.0,602.0,40.6,4.54
7325,7369,0.023,0.2,-863.0,728.0,92.8,16.2
7326,7370,0.0492,0.0362,-519.0,-274.0,76.7,113.0
7327,7371,0.0434,1.04,-818.0,749.0,1450.0,51.4
7328,7372,0.0651,0.0306,-743.0,777.0,24.6,55.5
7329,7373,0.609,0.0524,-380.0,786.0,0.667,75.2
7330,7374,0.00898,0.0184,27.8,525.0,5.68,2.41
7331,7375,1.07,0.0099,-359.0,806.0,0.338,52.8
7332,7376,0.256,0.362,-691.0,679.0,10.6,4.71
7333,7377,0.863,0.0881,-401.0,766.0,0.526,5.22
7334,7378,0.7959999999999999,0.208,-510.0,638.0,21.5,608.0
7335,7379,0.463,0.213,-456.0,628.0,1.27,3.11
7336,7380,0.0605,0.257,-680.0,596.0,3620.0,268.0
7337,7381,1.1,0.52,-475.0,522.0,0.62,1.73
7338,7382,0.0992,0.0344,-728.0,675.0,19.9,206.0
7339,7383,0.214,0.168,-312.0,-1.21,12.7,13.4
7340,7384,0.787,0.25,-613.0,740.0,2.21,7.7
7341,7385,0.235,0.16399999999999998,-675.0,727.0,11.9,184.0
7342,7386,0.0107,0.00633,-459.0,-90.5,119.0,153.0
7343,7387,0.0764,0.0969,-789.0,807.0,68.3,42.7
7344,7388,0.0219,0.12,-865.0,814.0,223.0,29.0
7345,7389,0.0198,0.0157,-790.0,820.0,149.0,255.0
7346,7390,0.26,0.339,-751.0,717.0,58.4,20.5
7347,7391,0.275,0.362,-637.0,581.0,8.61,21.5
7348,7392,0.375,0.029,-655.0,835.0,3.22,41.6
7349,7393,0.472,0.439,-65.6,-21.6,0.331,0.335
7350,7394,0.235,0.467,-593.0,627.0,4.22,87.1
7351,7395,0.0119,0.006229999999999999,-481.0,376.0,120.0,125.0
7352,7396,0.268,0.219,-683.0,710.0,25.4,6.25
7353,7397,0.152,0.267,-700.0,682.0,29.2,5.58
7354,7398,0.5589999999999999,0.125,-413.0,655.0,0.8640000000000001,247.0
7355,7399,0.0791,0.115,-677.0,677.0,29.5,28.7
7356,7400,0.374,0.116,-499.0,734.0,1.87,6.18
7357,7401,0.399,0.0915,-469.0,652.0,1.58,14.2
7358,7402,0.14400000000000002,0.174,-778.0,766.0,13.3,11.7
7359,7403,0.5670000000000001,0.237,-664.0,726.0,2.19,5.24
7360,7404,0.635,0.0351,-372.0,790.0,0.616,11.9
7361,7405,1.05,0.551,-383.0,-241.0,0.419,0.757
7362,7406,0.0467,0.0463,-44.4,-36.2,0.474,0.477
7363,7407,0.162,0.0147,-604.0,755.0,6.49,73.4
7364,7408,1.17,1.16,37.4,46.6,0.223,0.218
7365,7409,0.107,0.0729,-732.0,747.0,49.9,32.0
7366,7410,0.171,0.199,-712.0,663.0,26.0,61.9
7367,7411,0.429,0.215,-478.0,561.0,1.6,3.63
7368,7412,0.594,0.466,-735.0,742.0,18.0,9.68
7369,7413,0.0074,0.0249,-802.0,851.0,417.0,85.7
7370,7414,0.239,0.184,-749.0,708.0,21.8,11.8
7371,7415,0.0696,0.134,-789.0,775.0,35.5,37.3
7372,7416,0.225,0.114,-660.0,760.0,17.7,22.2
7373,7417,0.0465,0.226,-785.0,701.0,45.9,12.8
7374,7418,0.544,0.277,-587.0,679.0,9.85,3.62
7375,7419,0.0377,0.0915,-735.0,728.0,43.4,34.0
7376,7420,1.05,1.95,-562.0,560.0,1.17,0.457
7377,7421,0.515,0.194,-529.0,677.0,1.54,12.3
7378,7422,0.215,0.275,-645.0,622.0,18.9,57.4
7379,7423,0.153,0.28300000000000003,-765.0,677.0,23.8,11.8
7380,7424,1.95,1.87,-87.6,-81.7,0.287,0.281
7381,7425,0.873,0.8690000000000001,-66.1,-65.3,0.129,0.129
7382,7426,0.705,0.196,-654.0,784.0,5.91,6.44
7383,7427,0.000382,0.0494,-759.0,767.0,30900.0,41.3
7384,7428,0.0786,0.219,-885.0,771.0,186.0,560.0
7385,7429,0.6579999999999999,0.446,-592.0,593.0,3.6,2.36
7386,7430,0.809,0.0677,-438.0,726.0,0.6990000000000001,28.6
7387,7431,0.2,0.34600000000000003,-713.0,648.0,7.18,7.27
7388,7432,0.135,0.0742,-742.0,739.0,35.9,26.4
7389,7433,0.153,0.488,-735.0,618.0,76.4,7.1
7390,7434,0.413,0.11,-666.0,796.0,3.31,18.8
7391,7435,0.117,0.122,-542.0,665.0,7.43,7.7
7392,7436,0.7929999999999999,0.34700000000000003,-453.0,595.0,0.737,3.21
7393,7437,0.992,0.121,-413.0,699.0,0.501,6.09
7394,7438,0.933,0.0402,-416.0,731.0,0.528,33.9
7395,7439,0.91,0.104,-397.0,765.0,0.488,4.28
7396,7440,0.809,0.0321,-436.0,752.0,0.6809999999999999,35.8
7397,7441,0.0554,0.165,-722.0,680.0,39.7,12.9
7398,7442,0.72,0.115,-681.0,733.0,5.76,68.5
7399,7443,1.1,0.215,-291.0,530.0,0.218,40.9
7400,7444,0.853,0.0787,-423.0,702.0,0.612,242.0
7401,7445,0.58,0.146,-523.0,659.0,1.63,6.52
7402,7446,0.627,0.809,-641.0,566.0,2.06,3.63
7403,7447,0.942,0.29600000000000004,-449.0,566.0,1.08,1.95
7404,7448,0.957,0.0749,-392.0,623.0,0.456,12.9
7405,7449,0.847,0.242,-387.0,586.0,0.5579999999999999,303.0
7406,7450,1.1,0.174,-357.0,584.0,0.325,2.27
7407,7451,0.444,0.415,-604.0,640.0,2.48,16.6
7408,7452,0.555,0.239,-540.0,690.0,1.67,14.4
7409,7453,0.7190000000000001,0.0803,-404.0,643.0,0.68,7.69
7410,7454,0.135,0.0509,-750.0,783.0,64.4,56.0
7411,7455,1.04,0.0707,-335.0,704.0,0.303,7.11
7412,7456,0.417,0.15,-591.0,656.0,3.44,11.3
7413,7457,1.32,0.198,-411.0,716.0,0.368,3.21
7414,7458,0.7609999999999999,0.0408,-454.0,739.0,0.778,20.2
7415,7459,0.7120000000000001,0.6729999999999999,-539.0,569.0,4.08,15.0
7416,7460,0.532,0.0327,-530.0,710.0,105.0,148.0
7417,7461,1.06,0.127,-347.0,624.0,0.32,2.71
7418,7462,0.977,0.248,-360.0,655.0,0.374,1.48
7419,7463,0.248,0.41,-757.0,731.0,23.5,4.44
7420,7464,0.0593,1.01,-809.0,724.0,37.2,2.22
7421,7465,0.15,1.14,-672.0,659.0,26.5,4.71
7422,7466,0.114,0.41,-733.0,639.0,20.2,4.0
7423,7467,0.21600000000000005,0.103,-706.0,702.0,16.6,1760.0
7424,7468,0.055,0.0297,-510.0,-10.1,14.5,26.2
7425,7469,0.613,0.0272,-364.0,710.0,0.609,23.5
7426,7470,0.211,0.00875,-658.0,784.0,10.7,190.0
7427,7471,0.00179,0.131,-774.0,632.0,1940.0,19.0
7428,7472,0.225,0.204,-192.0,-183.0,3.07,3.16
7429,7473,0.16699999999999998,0.0577,-757.0,727.0,1460.0,143.0
7430,7474,0.268,0.0938,-518.0,711.0,2.83,8.08
7431,7475,0.0127,0.0128,-811.0,805.0,295.0,338.0
7432,7476,0.0333,0.0182,-772.0,765.0,50.4,92.0
7433,7477,0.0973,0.00922,-779.0,774.0,237.0,218.0
7434,7478,0.161,0.239,-672.0,694.0,7.89,5.33
7435,7479,1.15,1.13,-166.0,-164.0,0.516,0.519
7436,7481,0.5429999999999999,0.0875,-421.0,703.0,0.949,6.02
7437,7482,0.155,0.121,-709.0,703.0,10.7,16.4
7438,7483,0.244,0.0811,-638.0,738.0,26.4,16.8
7439,7484,0.487,0.207,-573.0,689.0,2.18,24.7
7440,7485,0.00447,0.0184,-779.0,723.0,430.0,565.0
7441,7486,0.345,0.354,110.0,122.0,0.7509999999999999,0.745
7442,7487,0.5589999999999999,0.483,-152.0,-125.0,0.128,0.146
7443,7488,0.157,0.103,-701.0,773.0,54.2,18.4
7444,7489,1.31,1.32,96.2,96.3,0.318,0.318
7445,7490,0.916,0.459,-479.0,569.0,1.26,31.4
7446,7491,0.0672,0.16699999999999998,-793.0,759.0,47.6,13.7
7447,7492,0.345,0.0124,-569.0,781.0,7.33,191.0
7448,7493,0.637,0.195,-557.0,603.0,2.18,22.8
7449,7494,1.29,1.3,136.0,136.0,0.21600000000000005,0.215
7450,7495,0.226,0.233,-682.0,702.0,10.4,8.54
7451,7496,0.117,0.158,-860.0,827.0,18.8,14.4
7452,7497,0.517,0.0887,-653.0,755.0,170.0,247.0
7453,7498,0.0998,0.24,-855.0,816.0,22.1,48.0
7454,7499,0.789,0.402,-612.0,691.0,6.91,4.69
7455,7500,0.708,0.321,-606.0,693.0,4.68,7.38
7456,7501,0.138,0.194,-723.0,710.0,10.9,12.0
7457,7502,0.266,0.145,-652.0,809.0,11.3,146.0
7458,7503,0.928,0.0479,-413.0,729.0,0.525,16.8
7459,7504,0.4320000000000001,0.401,-658.0,648.0,7.39,8.86
7460,7505,0.522,0.111,-525.0,561.0,9.44,13.4
7461,7506,0.324,0.071,-601.0,737.0,6.86,26.4
7462,7507,0.233,0.138,-681.0,741.0,11.4,35.7
7463,7508,0.179,0.0256,-633.0,740.0,37.3,83.4
7464,7509,0.466,0.238,-694.0,782.0,3.0,8.42
7465,7510,0.204,0.0526,-621.0,712.0,61.5,21.8
7466,7511,0.177,0.027000000000000003,-663.0,801.0,14.7,59.9
7467,7512,0.261,0.0339,-588.0,744.0,4.8,34.6
7468,7513,0.53,0.325,-550.0,614.0,1.61,3.1
7469,7514,0.468,0.208,-662.0,716.0,6.08,18.8
7470,7515,0.102,0.125,-697.0,697.0,26.4,11.1
7471,7516,0.281,0.203,-595.0,724.0,4.68,6.55
7472,7517,0.731,0.0303,-469.0,737.0,0.929,20.8
7473,7518,0.0753,0.0681,-729.0,760.0,36.7,247.0
7474,7519,0.71,0.421,-520.0,619.0,1.22,3.06
7475,7520,0.743,0.059,-498.0,756.0,1.08,32.8
7476,7521,0.00795,0.0135,-759.0,736.0,228.0,161.0
7477,7522,0.205,0.0502,-588.0,651.0,4.9,29.9
7478,7523,0.6509999999999999,0.0204,-322.0,739.0,0.45,15.8
7479,7524,0.222,0.748,-654.0,581.0,42.6,24.4
7480,7525,0.633,0.0208,-359.0,744.0,0.5770000000000001,17.5
7481,7526,0.0551,0.0742,-620.0,709.0,22.0,256.0
7482,7527,0.483,0.7020000000000001,-649.0,627.0,4.98,21.8
7483,7528,0.0697,0.177,-828.0,767.0,29.4,12.8
7484,7529,0.135,0.289,-655.0,684.0,8.94,4.63
7485,7530,1.07,0.0571,-526.0,636.0,0.73,22.1
7486,7531,0.0925,0.0158,-651.0,717.0,16.7,86.7
7487,7532,0.0631,0.113,-731.0,726.0,42.8,16.6
7488,7533,0.48,0.122,-419.0,738.0,1.03,13.1
7489,7534,0.104,0.0705,-710.0,740.0,18.6,26.6
7490,7535,0.454,0.472,-456.0,467.0,1.42,1.58
7491,7536,0.0827,0.0365,-759.0,786.0,100.0,54.6
7492,7537,0.585,0.395,-705.0,690.0,2750.0,52100.0
7493,7538,0.471,0.329,-674.0,640.0,9990.0,42900.0
7494,7539,0.265,0.214,-649.0,636.0,26.6,14.0
7495,7540,1.33,0.386,-588.0,614.0,0.933,2.63
7496,7541,0.863,1.04,-406.0,405.0,0.569,0.607
7497,7542,0.85,0.00678,-426.0,778.0,0.608,98.4
7498,7543,0.168,0.0353,-669.0,446.0,1290.0,2020.0
7499,7544,0.8640000000000001,0.0322,-423.0,776.0,0.586,31.6
7500,7545,0.823,0.0231,-436.0,755.0,0.653,173.0
7501,7546,0.8540000000000001,0.0488,-425.0,764.0,0.595,167.0
7502,7547,0.369,0.109,-663.0,731.0,13.9,19.3
7503,7548,0.0177,0.0366,-724.0,739.0,123.0,44.0
7504,7549,0.386,0.194,-506.0,611.0,14.7,4.76
7505,7550,0.841,0.0212,-429.0,778.0,0.627,142.0
7506,7551,0.969,0.278,-394.0,636.0,0.477,1.63
7507,7552,0.14,0.364,-734.0,689.0,13.8,6.36
7508,7553,0.35,0.444,-658.0,592.0,6.42,3.86
7509,7554,0.284,0.116,-684.0,715.0,43.3,31.1
7510,7555,0.0541,0.0953,-716.0,721.0,32.3,19.3
7511,7556,0.156,0.16,-767.0,663.0,10500.0,305000.0
7512,7557,0.278,0.0382,-749.0,799.0,226.0,50.8
7513,7558,0.847,0.0364,-425.0,768.0,0.607,193.0
7514,7559,0.00426,0.00493,-883.0,801.0,35800.0,520.0
7515,7560,0.188,0.22,-722.0,693.0,9.94,8.8
7516,7561,0.099,0.0321,-793.0,790.0,84.4,68.6
7517,7562,0.17,0.0865,-678.0,729.0,10.1,18.0
7518,7563,0.8540000000000001,0.0103,-424.0,795.0,0.602,76.6
7519,7564,0.843,0.0155,-429.0,786.0,0.628,77.6
7520,7565,0.439,0.276,-535.0,644.0,2.27,29.3
7521,7566,0.331,0.252,-703.0,708.0,8.93,553.0
7522,7567,0.29100000000000004,0.224,-612.0,636.0,12.1,7.54
7523,7568,0.271,0.135,-731.0,709.0,5.74,14.3
7524,7569,0.215,0.067,-677.0,763.0,7.74,304.0
7525,7570,0.0403,0.0405,26.9,28.9,0.482,0.481
7526,7571,0.000992,0.000454,-628.0,644.0,2620.0,3500.0
7527,7572,1.51,1.45,-167.0,-155.0,0.165,0.16899999999999998
7528,7573,0.526,0.103,-665.0,725.0,26.0,14.0
7529,7574,0.34700000000000003,0.34600000000000003,-506.0,426.0,2.81,52.0
7530,7575,0.29600000000000004,0.11,-708.0,708.0,36.5,573.0
7531,7576,0.623,0.621,-83.7,-81.7,0.223,0.223
7532,7577,0.107,0.174,-718.0,655.0,218.0,5210.0
7533,7578,0.6859999999999999,0.0331,-353.0,707.0,0.516,12.7
7534,7579,1.9,1.94,58.7,61.4,1.84,1.87
7535,7580,0.0545,0.042,-241.0,114.0,79.1,115.0
7536,7581,0.345,0.281,-652.0,650.0,80.5,31.6
7537,7582,0.0547,0.0069700000000000005,-753.0,804.0,54.7,279.0
7538,7583,0.00838,0.0333,-653.0,660.0,28600.0,596.0
7539,7584,0.25,0.0178,-593.0,759.0,7.41,98.8
7540,7585,0.0689,0.0863,-754.0,667.0,119.0,36.7
7541,7586,0.545,0.102,-644.0,713.0,2.84,724.0
7542,7587,0.183,0.0679,-655.0,744.0,12.1,43.2
7543,7588,0.157,0.21,-649.0,685.0,10.6,11.3
7544,7589,0.05,0.217,-748.0,686.0,39.7,7.81
7545,7590,0.00238,0.00693,-668.0,673.0,1140.0,1040.0
7546,7591,0.0012,0.000454,-670.0,728.0,1110.0,2790.0
7547,7592,0.0809,0.191,-727.0,714.0,28.6,8.37
7548,7593,0.0462,0.026,-656.0,645.0,42.5,50.8
7549,7594,0.0376,0.0768,-737.0,661.0,52.4,23.8
7550,7595,0.0095,0.115,-636.0,646.0,157.0,204.0
7551,7596,0.0111,0.448,-643.0,591.0,10400.0,37.4
7552,7597,0.0179,0.275,-746.0,616.0,88.4,7.38
7553,7598,0.019,0.185,-759.0,623.0,102.0,11.2
7554,7599,0.0442,0.099,-724.0,701.0,75.2,20.7
7555,7600,0.0512,0.0577,-710.0,749.0,31.3,43.7
7556,7601,0.007090000000000002,0.122,-638.0,768.0,914.0,640.0
7557,7602,0.607,0.129,-573.0,674.0,3920.0,84.1
7558,7603,1.09,0.14,-562.0,706.0,742.0,78.1
7559,7604,0.0286,0.0446,-823.0,796.0,66.7,42.8
7560,7605,1.09,0.138,-568.0,711.0,560.0,58.4
7561,7606,0.155,0.0869,-635.0,680.0,124.0,31.7
7562,7607,0.0931,0.0594,-711.0,779.0,22.5,39.0
7563,7608,0.387,0.0821,-644.0,779.0,4.49,23.7
7564,7609,0.0284,0.0822,-786.0,754.0,182.0,25.9
7565,7610,0.818,0.274,-702.0,771.0,5.45,5.35
7566,7611,1.09,0.134,-564.0,715.0,464.0,48.9
7567,7612,0.417,0.171,-640.0,699.0,4.21,19.1
7568,7613,0.35600000000000004,0.0634,-684.0,746.0,10300.0,121.0
7569,7614,0.383,0.14,-628.0,732.0,111.0,19.1
7570,7615,0.828,0.0374,-432.0,755.0,0.653,34.0
7571,7616,0.846,0.0228,-425.0,774.0,0.61,137.0
7572,7617,0.7,0.138,-603.0,708.0,2.07,24.3
7573,7618,0.841,0.0386,-423.0,779.0,0.601,17.3
7574,7619,0.755,0.0063,-473.0,804.0,0.98,145.0
7575,7620,0.399,0.0783,-744.0,801.0,3.98,20.2
7576,7621,1.08,0.551,-505.0,605.0,0.6890000000000001,2.03
7577,7622,0.642,0.361,-633.0,735.0,6.18,6.41
7578,7623,0.8140000000000001,0.105,-435.0,719.0,0.67,37.5
7579,7624,1.41,1.39,-497.0,593.0,1.2,203.0
7580,7625,0.711,0.505,-713.0,719.0,2.01,2.84
7581,7626,0.82,0.105,-436.0,723.0,0.6729999999999999,44.7
7582,7627,0.233,0.693,-677.0,658.0,14.2,5.21
7583,7628,0.8079999999999999,0.113,-447.0,718.0,0.7120000000000001,40.7
7584,7629,0.992,0.332,-613.0,727.0,1.09,6.62
7585,7630,0.868,0.007890000000000001,-418.0,851.0,0.569,87.8
7586,7631,1.17,0.654,-583.0,725.0,0.871,3.74
7587,7632,0.7929999999999999,0.132,-425.0,737.0,0.6409999999999999,7.86
7588,7633,0.0205,0.41,-835.0,697.0,123.0,4.87
7589,7634,0.44,0.409,-700.0,779.0,126.0,4.3
7590,7635,0.81,0.0232,-433.0,712.0,0.657,29.6
7591,7636,0.532,0.209,-413.0,570.0,0.975,3.16
7592,7637,0.91,0.385,-417.0,720.0,0.54,1150.0
7593,7638,0.206,0.129,-649.0,682.0,5.77,15.5
7594,7639,0.236,0.188,-733.0,738.0,9.03,10.6
