,mpid,eps_electronic,eps_total,last phdos peak,structure,formula
1036,mp-8175,5.0864655051418985,13.522640076349802,418.58574581846324,"Full Formula (K1 Tl1 O2)
Reduced Formula: KTlO2
abc   :   6.504710   6.504710   6.504710
angles:  31.269602  31.269602  31.269602
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.732197  0.732197  0.732197
  1  O     0.267803  0.267803  0.267803
  2  K     0.5       0.5       0.5
  3  Tl    0         0         0",KTlO2
1037,mp-8176,5.277572018793384,14.254658328368855,411.5857463742758,"Full Formula (Rb1 Tl1 O2)
Reduced Formula: RbTlO2
abc   :   6.779885   6.779885   6.779885
angles:  30.320699  30.320699  30.320699
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  O     0.728439  0.728439  0.728439       0.6
  1  O     0.271561  0.271561  0.271561       0.6
  2  Rb    0.5       0.5       0.5            0.6
  3  Tl    0         0         0              0.6",RbTlO2
1038,mp-8177,3.9305225012145444,11.676248203551035,354.58575090017797,"Full Formula (Hg1 F2)
Reduced Formula: HgF2
abc   :   3.997139   3.997139   3.997139
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  F     0.75  0.75  0.75
  1  F     0.25  0.25  0.25
  2  Hg    0     0     0",HgF2
1039,mp-8180,2.6865700627149693,7.316837068117834,1445.585664272822,"Full Formula (Li2 N2 O6)
Reduced Formula: LiNO3
abc   :   5.826324   5.826324   5.826324
angles:  48.274255  48.274255  48.274255
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0         0
  1  Li    0.5       0.5       0.5
  2  N     0.25      0.25      0.25
  3  N     0.75      0.75      0.75
  4  O     0.515825  0.984175  0.25
  5  O     0.25      0.515825  0.984175
  6  O     0.984175  0.25      0.515825
  7  O     0.484175  0.015825  0.75
  8  O     0.75      0.484175  0.015825
  9  O     0.015825  0.75      0.484175",LiNO3
1040,mp-8187,3.3456728396290396,14.801096358190089,483.81583242757483,"Full Formula (K4 Zn2 O4)
Reduced Formula: K2ZnO2
abc   :   5.500318   6.093194   6.676081
angles: 117.151515 114.326898  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.404548  0.718938  0.809095
  1  O     0.595452  0.281062  0.190905
  2  O     0.095452  0.909842  0.190905
  3  O     0.904548  0.090158  0.809095
  4  K     0.347698  0.211349  0.695396
  5  K     0.652302  0.788651  0.304604
  6  K     0.847698  0.484047  0.695396
  7  K     0.152302  0.515953  0.304604
  8  Zn    0.75      0         0
  9  Zn    0.25      0         0",K2ZnO2
1041,mp-8188,3.9055412238357814,16.99986953969631,557.585734781614,"Full Formula (K1 Sc1 O2)
Reduced Formula: KScO2
abc   :   6.438397   6.438397   6.438397
angles:  29.224208  29.224208  29.224208
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.774151  0.774151  0.774151
  1  O     0.225849  0.225849  0.225849
  2  K     0         0         0
  3  Sc    0.5       0.5       0.5",KScO2
1042,mp-8192,2.4429167808124395,6.59391831717713,588.5857323201583,"Full Formula (Rb2 Pt1 F6)
Reduced Formula: Rb2PtF6
abc   :   6.089083   6.089083   4.952764
angles:  90.000000  90.000000 120.000000
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  F     0.842451  0.157549  0.782591       0.6
  1  F     0.842451  0.684902  0.782591       0.6
  2  F     0.315098  0.157549  0.782591       0.6
  3  F     0.157549  0.842451  0.217409       0.6
  4  F     0.157549  0.315098  0.217409       0.6
  5  F     0.684902  0.842451  0.217409       0.6
  6  Rb    0.333333  0.666667  0.712369       0.6
  7  Rb    0.666667  0.333333  0.287631       0.6
  8  Pt    0         0         0              0.6",Rb2PtF6
1043,mp-8200,15.572842438636608,16.20418176024735,464.58574216598083,"Full Formula (Ag4 P8)
Reduced Formula: AgP2
abc   :   5.118137   6.259186   7.888178
angles: 113.309537  90.000000  90.000000
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  P     0.406432  0.673044  0.083998       0.6
  1  P     0.906432  0.826956  0.416002       0.6
  2  P     0.593568  0.326956  0.916002       0.6
  3  P     0.093568  0.173043  0.583998       0.6
  4  P     0.768139  0.422849  0.699577       0.6
  5  P     0.268139  0.077151  0.800423       0.6
  6  P     0.231861  0.577151  0.300423       0.6
  7  P     0.731861  0.922849  0.199577       0.6
  8  Ag    0.046842  0.757888  0.902035       0.6
  9  Ag    0.546842  0.742112  0.597965       0.6
 10  Ag    0.953158  0.242112  0.097965       0.6
 11  Ag    0.453158  0.257888  0.402035       0.6",AgP2
1044,mp-8207,14.350225768290224,18.79178219281786,739.5857203304878,"Full Formula (Zn1 Pt3 O6)
Reduced Formula: Zn(PtO2)3
abc   :   3.223845   6.188312   6.188312
angles: 108.798477  90.000000  90.000000
Sites (10)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  O     0    0.916856  0.66186
  1  O     0    0.083144  0.33814
  2  O     0    0.66186   0.916856
  3  O     0    0.33814   0.083144
  4  O     0.5  0.351074  0.648926
  5  O     0.5  0.648926  0.351074
  6  Zn    0    0.5       0.5
  7  Pt    0.5  0.5       0
  8  Pt    0    0         0
  9  Pt    0.5  0         0.5",Zn(PtO2)3
1045,mp-8208,13.669168283220898,17.493714899725106,734.5857207274968,"Full Formula (Mg1 Pt3 O6)
Reduced Formula: Mg(PtO2)3
abc   :   3.238153   6.163228   6.163228
angles: 108.799379  90.000000  90.000000
Sites (10)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  O     0    0.913823  0.660068
  1  O     0    0.086177  0.339932
  2  O     0    0.660068  0.913823
  3  O     0    0.339932  0.086177
  4  O     0.5  0.352955  0.647045
  5  O     0.5  0.647045  0.352955
  6  Mg    0    0.5       0.5
  7  Pt    0.5  0.5       0
  8  Pt    0    0         0
  9  Pt    0.5  0         0.5",Mg(PtO2)3
1046,mp-8212,15.858071008386734,19.352833325853734,689.5857243005772,"Full Formula (Cd1 Pt3 O6)
Reduced Formula: Cd(PtO2)3
abc   :   3.241460   6.325028   6.325028
angles: 109.305566  90.000000  90.000000
Sites (10)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  O     0    0.923361  0.665047
  1  O     0    0.076639  0.334953
  2  O     0    0.665047  0.923361
  3  O     0    0.334953  0.076639
  4  O     0.5  0.338156  0.661844
  5  O     0.5  0.661844  0.338156
  6  Cd    0    0.5       0.5
  7  Pt    0.5  0.5       0
  8  Pt    0    0         0
  9  Pt    0.5  0         0.5",Cd(PtO2)3
1047,mp-8217,2.1152085466688395,5.92934141849948,588.5857323201583,"Full Formula (Cs2 Ge1 F6)
Reduced Formula: Cs2GeF6
abc   :   6.485921   6.485921   6.485921
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.200549  0.799451  0.799451
  1  F     0.200549  0.799451  0.200549
  2  F     0.799451  0.200549  0.799451
  3  F     0.799451  0.200549  0.200549
  4  F     0.799451  0.799451  0.200549
  5  F     0.200549  0.200549  0.799451
  6  Ge    0         0         0
  7  Cs    0.25      0.25      0.25
  8  Cs    0.75      0.75      0.75",Cs2GeF6
1048,mp-8235,5.664902716688744,10.09636167151971,478.5857410543556,"Full Formula (K4 Si2 P4)
Reduced Formula: K2SiP2
abc   :   6.146864   6.930772   7.996605
angles: 115.680803 112.602904  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Si    0.75      0.5       0
  1  Si    0.25      0.5       0
  2  P     0.596395  0.759923  0.19279
  3  P     0.903605  0.567133  0.80721
  4  P     0.096395  0.432867  0.19279
  5  P     0.403605  0.240077  0.80721
  6  K     0.14592   0.984079  0.291839
  7  K     0.85408   0.015921  0.708161
  8  K     0.35408   0.69224   0.708161
  9  K     0.64592   0.30776   0.291839",K2SiP2
1049,mp-8255,2.469041471268585,4.837384283020076,616.5857300969083,"Full Formula (Ca1 Pt1 F6)
Reduced Formula: CaPtF6
abc   :   5.869127   5.869127   5.869127
angles:  55.120167  55.120167  55.120167
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.363242  0.093648  0.775542
  1  F     0.093648  0.775542  0.363242
  2  F     0.224458  0.636758  0.906352
  3  F     0.906352  0.224458  0.636758
  4  F     0.636758  0.906352  0.224458
  5  F     0.775542  0.363242  0.093648
  6  Ca    0.5       0.5       0.5
  7  Pt    0         0         0",CaPtF6
1050,mp-8256,3.2708293675546094,5.883964097420182,621.5857296998992,"Full Formula (Zn1 Pt1 F6)
Reduced Formula: ZnPtF6
abc   :   5.509020   5.509020   5.509020
angles:  55.487778  55.487778  55.487778
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.385643  0.102642  0.758296
  1  F     0.102642  0.758296  0.385643
  2  F     0.241704  0.614357  0.897358
  3  F     0.897358  0.241704  0.614357
  4  F     0.614357  0.897358  0.241704
  5  F     0.758296  0.385643  0.102642
  6  Zn    0.5       0.5       0.5
  7  Pt    0         0         0",ZnPtF6
1051,mp-8257,4.431537595719857,11.738270367718394,310.5857543938568,"Full Formula (Na4 Zn2 S4)
Reduced Formula: Na2ZnS2
abc   :   5.976896   6.462683   7.116871
angles: 117.003159 114.828929  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.142383  0.491411  0.284766
  1  Na    0.857617  0.508589  0.715234
  2  Na    0.357617  0.206645  0.715234
  3  Na    0.642383  0.793355  0.284766
  4  S     0.610906  0.324403  0.221813
  5  S     0.389094  0.675597  0.778187
  6  S     0.889094  0.10259   0.778187
  7  S     0.110906  0.89741   0.221813
  8  Zn    0.25      0         0
  9  Zn    0.75      0         0",Na2ZnS2
1052,mp-8262,5.124368813145695,8.251811990351502,505.58573891050713,"Full Formula (K4 P6)
Reduced Formula: K2P3
abc   :   6.424879   6.424879   8.424281
angles: 110.453534 110.453534  94.796142
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.709086  0.709086  0.849617
  1  P     0.859469  0.859469  0.150383
  2  P     0.290914  0.290914  0.150383
  3  P     0.140531  0.140531  0.849617
  4  P     0.848797  0.848797  0.697594
  5  P     0.151203  0.151203  0.302406
  6  K     0.75      0.25      0.5
  7  K     0.25      0.75      0.5
  8  K     0.728497  0.271503  0
  9  K     0.271503  0.728497  0",K2P3
1053,mp-827,2.6041036777076925,5.831334999033327,2109.5856115500314,"Full Formula (K2 N6)
Reduced Formula: KN3
abc   :   5.713950   5.713950   5.713950
angles: 100.803881 113.971117 113.971117
Sites (8)
  #  SP            a         b         c    magmom
---  ----  ---------  --------  --------  --------
  0  K     -0         0.75      0.75            -0
  1  K      0         0.25      0.25            -0
  2  N      0.5       0         0.5              0
  3  N      0.5       0.5       0                0
  4  N      0.230226  0.865113  0.365113        -0
  5  N      0.769774  0.134887  0.634887        -0
  6  N      0.5       0.634887  0.865113         0
  7  N      0.5       0.365113  0.134887         0",KN3
1054,mp-8276,11.958086846187275,19.59218639442187,314.5857540762497,"Full Formula (Sr1 Zn2 P2)
Reduced Formula: Sr(ZnP)2
abc   :   4.114744   4.114744   7.129691
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.666667  0.333333  0.725757
  1  P     0.333333  0.666667  0.274243
  2  Zn    0.666667  0.333333  0.370343
  3  Zn    0.333333  0.666667  0.629657
  4  Sr    0         0         0",Sr(ZnP)2
1055,mp-8277,12.616412264886868,21.48648769115819,288.5857561406963,"Full Formula (Sr1 Cd2 P2)
Reduced Formula: Sr(CdP)2
abc   :   4.388891   4.388891   7.331568
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  P     0.666667  0.333333  0.747222         1
  1  P     0.333333  0.666667  0.252778         1
  2  Sr    0         0         0                1
  3  Cd    0.333333  0.666667  0.635209         1
  4  Cd    0.666667  0.333333  0.364791         1",Sr(CdP)2
1056,mp-8278,8.847979409165445,16.43695475037292,310.5857543938568,"Full Formula (Ba1 Mg2 P2)
Reduced Formula: Ba(MgP)2
abc   :   4.390603   4.390603   7.620548
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0.666667  0.333333  0.376927
  1  Mg    0.333333  0.666667  0.623073
  2  P     0.666667  0.333333  0.723244
  3  P     0.333333  0.666667  0.276756
  4  Ba    0         0         0",Ba(MgP)2
1057,mp-8279,13.747484408699913,23.69608531349689,276.58575709351777,"Full Formula (Ba1 Cd2 P2)
Reduced Formula: Ba(CdP)2
abc   :   4.462002   4.462002   7.633084
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  P     0.666667  0.333333  0.733469         1
  1  P     0.333333  0.666667  0.266531         1
  2  Cd    0.666667  0.333333  0.369122         1
  3  Cd    0.333333  0.666667  0.630878         1
  4  Ba    0         0         0                1",Ba(CdP)2
1058,mp-8280,9.77102447727954,16.921456467320677,288.5857561406963,"Full Formula (Ba1 Mg2 As2)
Reduced Formula: Ba(MgAs)2
abc   :   4.522148   4.522148   7.792550
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0.666667  0.333333  0.377061
  1  Mg    0.333333  0.666667  0.622939
  2  As    0.666667  0.333333  0.727045
  3  As    0.333333  0.666667  0.272955
  4  Ba    0         0         0",Ba(MgAs)2
1059,mp-8298,7.842855344245367,54.19138060327989,462.6991086384732,"Full Formula (Sr4 P2 O1)
Reduced Formula: Sr4P2O
abc   :   4.835039   4.835039   8.721931
angles: 106.091797 106.091797  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.5       0.5       0
  1  P     0.864843  0.864843  0.729686
  2  P     0.135157  0.135157  0.270314
  3  Sr    0.675929  0.675929  0.351858
  4  Sr    0.324071  0.324071  0.648142
  5  Sr    0         0.5       0
  6  Sr    0.5       0         0",Sr4P2O
1060,mp-8299,8.56572446980166,98.15366506570486,440.3395289741532,"Full Formula (Sr4 As2 O1)
Reduced Formula: Sr4As2O
abc   :   4.883499   4.883499   8.924873
angles: 105.877961 105.877961  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.5       0.5       0
  1  As    0.863941  0.863941  0.727883
  2  As    0.136059  0.136059  0.272117
  3  Sr    0.673824  0.673824  0.347648
  4  Sr    0.326176  0.326176  0.652352
  5  Sr    0         0.5       0
  6  Sr    0.5       0         0",Sr4As2O
1061,mp-830,6.132408197558418,10.73652142170256,670.5857258092112,"Full Formula (Ga1 N1)
Reduced Formula: GaN
abc   :   3.214208   3.214208   3.214208
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  N     0.25  0.25  0.25
  1  Ga    0     0     0",GaN
1062,mp-8311,18.796236237176632,21.678804884290265,494.58573978392684,"Full Formula (Si3 Ni1 P4)
Reduced Formula: Si3NiP4
abc   :   5.203416   5.203416   6.382159
angles: 114.057501 114.057501  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Si    0.25      0.75      0.5
  1  Si    0.5       0.5       0
  2  Si    0.75      0.25      0.5
  3  P     0.639564  0.123129  0.762692
  4  P     0.123129  0.639564  0.762692
  5  P     0.876871  0.876871  0.237308
  6  P     0.360436  0.360436  0.237308
  7  Ni    0         0         0",Si3NiP4
1063,mp-8335,4.553791237257894,41.03038440507317,726.5857213627112,"Full Formula (Ba2 Zr1 O4)
Reduced Formula: Ba2ZrO4
abc   :   4.249061   4.249061   7.444694
angles: 106.581273 106.581273  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.842544  0.842544  0.685088
  1  O     0.157456  0.157456  0.314912
  2  O     0         0.5       0
  3  O     0.5       0         0
  4  Zr    0         0         0
  5  Ba    0.647008  0.647008  0.294017
  6  Ba    0.352992  0.352992  0.705983",Ba2ZrO4
1064,mp-8361,6.1174771892261255,10.030689142288,166.585765827715,"Full Formula (Cs4 Te4)
Reduced Formula: CsTe
abc   :   5.104116   6.323351  11.822445
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Te    0    0.364709  0.404641
  1  Te    0    0.635291  0.595359
  2  Te    0    0.864709  0.095359
  3  Te    0    0.135291  0.904641
  4  Cs    0.5  0.822     0.364206
  5  Cs    0.5  0.178     0.635794
  6  Cs    0.5  0.322     0.135794
  7  Cs    0.5  0.678     0.864206",CsTe
1065,mp-8377,5.7244374776781335,18.527152243205915,731.5857209657021,"Full Formula (Te4 O8)
Reduced Formula: TeO2
abc   :   4.471247   5.108853   8.798003
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.78055   0.141443  0.539887
  1  O     0.28055   0.358557  0.460113
  2  O     0.21945   0.641443  0.960113
  3  O     0.71945   0.858557  0.039887
  4  O     0.161921  0.759022  0.281621
  5  O     0.661921  0.740978  0.718379
  6  O     0.838079  0.259022  0.218379
  7  O     0.338079  0.240978  0.781621
  8  Te    0.38208   0.04133   0.603283
  9  Te    0.88208   0.45867   0.396717
 10  Te    0.61792   0.54133   0.896717
 11  Te    0.11792   0.95867   0.103283",TeO2
1066,mp-8399,2.703644256109728,9.683037217559864,436.58574438923085,"Full Formula (Cs1 Cd1 F3)
Reduced Formula: CsCdF3
abc   :   4.562855   4.562855   4.562855
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Cs    0    0    0          -0
  1  Cd    0.5  0.5  0.5        -0
  2  F     0    0.5  0.5         0
  3  F     0.5  0.5  0          -0
  4  F     0.5  0    0.5         0",CsCdF3
1067,mp-8402,2.2504059052170917,6.38294902916618,459.58574256298965,"Full Formula (Rb1 Mg1 F3)
Reduced Formula: RbMgF3
abc   :   4.128229   4.128229   4.128229
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  F     0    0.5  0.5
  1  F     0.5  0    0.5
  2  F     0.5  0.5  0
  3  Mg    0.5  0.5  0.5
  4  Rb    0    0    0",RbMgF3
1068,mp-8405,17.648230215630086,32.2082514897999,384.58574851812415,"Full Formula (Li3 La1 Sb2)
Reduced Formula: Li3LaSb2
abc   :   4.646434   4.646434   7.454322
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0         0         0.5            0.6
  1  Li    0.666667  0.333333  0.356956       0.6
  2  Li    0.333333  0.666667  0.643044       0.6
  3  Sb    0.333333  0.666667  0.25765        0.6
  4  Sb    0.666667  0.333333  0.74235        0.6
  5  La    0         0         0              0.6",Li3LaSb2
1069,mp-8407,13.380332791378072,31.929300574888515,456.5857428011951,"Full Formula (Li3 La1 P2)
Reduced Formula: Li3LaP2
abc   :   4.236587   4.236587   6.879053
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0         0.5
  1  Li    0.666667  0.333333  0.361595
  2  Li    0.333333  0.666667  0.638405
  3  P     0.333333  0.666667  0.261388
  4  P     0.666667  0.333333  0.738612
  5  La    0         0         0",Li3LaP2
1070,mp-8409,3.6174470193868453,14.288249822039099,496.5857396251232,"Full Formula (K1 Y1 O2)
Reduced Formula: KYO2
abc   :   6.581523   6.581523   6.581523
angles:  30.761695  30.761695  30.761695
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.228682  0.228682  0.228682
  1  O     0.771318  0.771318  0.771318
  2  K     0         0         0
  3  Y     0.5       0.5       0.5",KYO2
1071,mp-841,3.173981401420236,9.31464367065494,800.5857154869783,"Full Formula (Li4 O4)
Reduced Formula: Li2O2
abc   :   3.180362   3.180362   7.703522
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Li    0         0         0
  1  Li    0         0         0.5
  2  Li    0.333333  0.666667  0.25
  3  Li    0.666667  0.333333  0.75
  4  O     0.333333  0.666667  0.64931
  5  O     0.666667  0.333333  0.14931
  6  O     0.666667  0.333333  0.35069
  7  O     0.333333  0.666667  0.85069",Li2O2
1072,mp-8411,10.850059989341693,17.83762790547821,243.5857597137769,"Full Formula (Na4 Ag2 As2)
Reduced Formula: Na2AgAs
abc   :   5.706198   5.794571   5.794571
angles: 100.434863  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.251354  0.674998  0.030805
  1  Na    0.751354  0.325002  0.969195
  2  Na    0.248646  0.030805  0.674998
  3  Na    0.748646  0.969195  0.325002
  4  As    0.75      0.787979  0.787979
  5  As    0.25      0.212021  0.212021
  6  Ag    0.5       0.50045   0.49955
  7  Ag    0         0.49955   0.50045",Na2AgAs
1073,mp-8426,3.3580422737233837,6.148339225231407,125.58576908318848,"Full Formula (K2 Se1)
Reduced Formula: K2Se
abc   :   5.485215   5.485215   5.485215
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  K     0.75  0.75  0.75
  1  K     0.25  0.25  0.25
  2  Se    0     0     0",K2Se
1074,mp-8430,3.744285345050541,8.214710854655907,399.5857473270973,"Full Formula (K2 Li2 S2)
Reduced Formula: KLiS
abc   :   4.334227   4.334227   7.027273
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Li    0.25  0.75  0
  1  Li    0.75  0.25  0
  2  S     0.25  0.25  0.187746
  3  S     0.75  0.75  0.812254
  4  K     0.25  0.25  0.659899
  5  K     0.75  0.75  0.340101",KLiS
1075,mp-8446,6.530477125645603,11.387182495325506,356.58575074137434,"Full Formula (K4 Cu2 P2)
Reduced Formula: K2CuP
abc   :   5.785540   6.192928   6.192928
angles: 106.256115  90.000000  90.000000
Sites (8)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  P     0.75  0.732108  0.732108
  1  P     0.25  0.267892  0.267892
  2  K     0.75  0.313875  0.975289
  3  K     0.75  0.975289  0.313875
  4  K     0.25  0.686125  0.024711
  5  K     0.25  0.024711  0.686125
  6  Cu    0.5   0.5       0.5
  7  Cu    0     0.5       0.5",K2CuP
1076,mp-8454,2.2204258414368847,10.002038310283963,204.58576281044685,"Full Formula (K1 F1)
Reduced Formula: KF
abc   :   3.258955   3.258955   3.258955
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  F     0.5  0.5  0.5
  1  K     0    0    0",KF
1077,mp-8455,2.7490994560707955,20.302521409338933,213.47561009872064,"Full Formula (Cs1 F1)
Reduced Formula: CsF
abc   :   3.702137   3.702137   3.702137
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  F     0.5  0.5  0.5       0.6
  1  Cs    0    0    0         0.6",CsF
1078,mp-8459,2.980686701983791,9.6396251931776,1186.5856848378864,"Full Formula (Cd2 S2 O8)
Reduced Formula: CdSO4
abc   :   4.997806   4.997806   7.313446
angles:  90.000000  90.000000 114.643484
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.234246  0.311841  0.75
  1  O     0.765754  0.688159  0.25
  2  O     0.311841  0.234246  0.25
  3  O     0.688159  0.765754  0.75
  4  O     0.261199  0.738801  0.919676
  5  O     0.738801  0.261199  0.419676
  6  O     0.738801  0.261199  0.080324
  7  O     0.261199  0.738801  0.580324
  8  S     0.644847  0.355153  0.25
  9  S     0.355153  0.644847  0.75
 10  Cd    0         0         0.5
 11  Cd    0         0         0",CdSO4
1079,mp-856,4.746423098252318,12.55307558237734,717.5857220773271,"Full Formula (Sn2 O4)
Reduced Formula: SnO2
abc   :   3.243221   4.829335   4.835337
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  O     0.5  0.193647  0.806751
  1  O     0.5  0.806353  0.193249
  2  O     0    0.306353  0.306751
  3  O     0    0.693647  0.693249
  4  Sn    0.5  0.5       0.5
  5  Sn    0    0         0",SnO2
1080,mp-8579,8.294407870980317,15.944212655326824,250.5857591579644,"Full Formula (Ba1 Ag2 S2)
Reduced Formula: Ba(AgS)2
abc   :   4.425119   4.425119   7.280965
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.666667  0.333333  0.743559
  1  S     0.333333  0.666667  0.256441
  2  Ag    0.666667  0.333333  0.374715
  3  Ag    0.333333  0.666667  0.625285
  4  Ba    0         0         0",Ba(AgS)2
1081,mp-8615,5.872413349397951,16.697859190924518,1091.5856923810568,"Full Formula (Nb2 B2 O8)
Reduced Formula: NbBO4
abc   :   5.260497   5.260497   5.260497
angles: 106.054832 106.054832 116.544048
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.625     0.375     0.25
  1  B     0.375     0.625     0.75
  2  O     0.800053  0.373227  0.073175
  3  O     0.726878  0.800053  0.926825
  4  O     0.273122  0.199947  0.073175
  5  O     0.199947  0.626773  0.926825
  6  O     0.199947  0.273122  0.573175
  7  O     0.626773  0.199947  0.426825
  8  O     0.800053  0.726878  0.426825
  9  O     0.373227  0.800053  0.573175
 10  Nb    0.125     0.875     0.25
 11  Nb    0.875     0.125     0.75",NbBO4
1082,mp-861937,24.91044759165171,41.79409102287202,113.58577003600998,"Full Formula (Ba2 As1 Au1)
Reduced Formula: Ba2AsAu
abc   :   5.704190   5.704190   5.704190
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.5       0.5       0.5              0
  1  Ba    0         0         0                0
  2  As    0.249999  0.249999  0.249999         0
  3  Au    0.75      0.75      0.75             0",Ba2AsAu
1083,mp-861979,18.59677629216504,19.83894627905555,442.5857439128201,"Full Formula (Ir4 S6)
Reduced Formula: Ir2S3
abc   :   6.027805   6.027807   6.340196
angles: 118.383081  61.616914 120.000006
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ir    0.648298  0.351703  0.055109         0
  1  Ir    0.851701  0.148298  0.444893         0
  2  Ir    0.148297  0.851701  0.555108         0
  3  Ir    0.351703  0.648298  0.944892         0
  4  S     0.546498  0.749999  0.250001         0
  5  S     0.249999  0.046499  0.250001         0
  6  S     0.953501  0.453502  0.250001         0
  7  S     0.046497  0.546497  0.75             0
  8  S     0.75      0.953502  0.75             0
  9  S     0.453502  0.25      0.75             0",Ir2S3
1084,mp-8621,6.181183617503521,10.110004800854602,208.5857624928397,"Full Formula (K2 Pt1 Se2)
Reduced Formula: K2PtSe2
abc   :   3.812324   6.482311   6.482311
angles:  70.098134  72.899065  72.899066
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.200592  0.299408  0.299408
  1  K     0.799408  0.700592  0.700592
  2  Se    0.5       0.780315  0.219685
  3  Se    0.5       0.219685  0.780315
  4  Pt    0         0         0",K2PtSe2
