,formula,phase,processing,gfa
4675,Cu10Ni50Zr40,AM,meltspin,1
4676,Cu10Ni60Ti30,CR,meltspin,0
4677,Cu10Ni60Zr30,AM,meltspin,1
4678,Cu10Ni68P22,AM,meltspin,1
4679,Cu10Ni70P20,AM,meltspin,1
4680,Cu10Ni70Ti20,CR,meltspin,0
4681,Cu10Ni72P18,AM,meltspin,1
4682,Cu10Ni80Ti10,CR,meltspin,0
4683,Cu10Pd70Si20,AM,meltspin,1
4684,Cu10Pd73.5Si16.5,AM,meltspin,1
4685,Cu10Pd73Si17,AM,meltspin,1
4686,Cu10Pd74.2Si15.8,AM,meltspin,1
4687,Cu11Pd69.5Si19.5,AM,meltspin,1
4688,Cu12.5Pd70.5Si17,AM,meltspin,1
4689,Cu12.5Pd71Si16.5,AM,meltspin,1
4690,Cu12Ni67P21,CR,meltspin,0
4691,Cu12Ni68P20,AM,meltspin,1
4692,Cu12Pd66Si22,AM,meltspin,1
4693,Cu12Pd72.5Si15.5,AM,meltspin,1
4694,Cu13Ni37Ti50,CR,meltspin,0
4695,Cu13Ni66P21,CR,meltspin,0
4696,Cu13Ni67P20,CR,meltspin,0
4697,Cu13Ni69P18,CR,meltspin,0
4698,Cu14.4Ni65.6P20,AM,meltspin,1
4699,Cu14.5Pd69Si16.5,AM,meltspin,1
4700,Cu14Ni66P20,CR,meltspin,0
4701,Cu14Ni68P18,CR,meltspin,0
4702,Cu14Pd70.9Si15.1,AM,meltspin,1
4703,Cu15Hf55Ni30,AM,meltspin,1
4704,Cu15La0Mg85,AC,meltspin,0
4705,Cu15La10Mg75,AC,meltspin,0
4706,Cu15La15Mg70,AC,meltspin,0
4707,Cu15La30Mg55,AC,meltspin,0
4708,Cu15La40Mg45,AM,meltspin,1
4709,Cu15La5Mg80,AM,meltspin,1
4710,Cu15Mg60Nd25,AC,meltspin,0
4711,Cu15Mg65Nd20,AM,meltspin,1
4712,Cu15Mg70Nd15,AM,meltspin,1
4713,Cu15Mg70Y15,AM,meltspin,1
4714,Cu15Mg75Nd10,AM,meltspin,1
4715,Cu15Mg75Y10,AM,meltspin,1
4716,Cu15Mg80Nd5,AM,meltspin,1
4717,Cu15Mg80Y5,AM,meltspin,1
4718,Cu15Mg84Y1,AC,meltspin,0
4719,Cu15Ni10Ti75,CR,meltspin,0
4720,Cu15Ni25Zr60,AM,meltspin,1
4721,Cu15Ni28.05Zr56.95,AM,meltspin,1
4722,Cu15Ni30Zr55,AM,meltspin,1
4723,Cu15Ni35Ti50,CR,meltspin,0
4724,Cu15Ni5Ti80,AC,meltspin,0
4725,Cu15Pd68.5Si16.5,AM,meltspin,1
4726,Cu15Pd69Si16,AM,meltspin,1
4727,Cu16.5Pd67Si16.5,AM,meltspin,1
4728,Cu16Mg60Y24,AM,meltspin,1
4729,Cu16Ni23Ti61,AM,meltspin,1
4730,Cu19Pd64.5Si16.5,AM,meltspin,1
4731,Cu1Mg79Y20,AC,meltspin,0
4732,Cu1Mg84Y15,AM,meltspin,1
4733,Cu1Mg89Y10,CR,meltspin,0
4734,Cu1Ni75P24,CR,meltspin,0
4735,Cu1Ni83P16,CR,meltspin,0
4736,Cu20.9Pd62.6Si16.5,AM,meltspin,1
4737,Cu20Hf10Ni70,CR,meltspin,0
4738,Cu20Hf20Ni60,AM,meltspin,1
4739,Cu20Hf30Ni50,AM,meltspin,1
4740,Cu20Hf40Ni40,AM,meltspin,1
4741,Cu20Hf50Ni30,AM,meltspin,1
4742,Cu20Hf55Ni25,AM,meltspin,1
4743,Cu20Hf60Ni20,AM,meltspin,1
4744,Cu20Hf65Ni15,AM,meltspin,1
4745,Cu20Hf70Ni10,AM,meltspin,1
4746,Cu20Hf75Ni5,CR,meltspin,0
4747,Cu20La0Mg80,AM,meltspin,1
4748,Cu20La10Mg70,AM,meltspin,1
4749,Cu20La20Mg60,CR,meltspin,0
4750,Cu20La25Mg55,AC,meltspin,0
4751,Cu20La30Mg50,AM,meltspin,1
4752,Cu20La40Mg40,AM,meltspin,1
4753,Cu20La50Mg30,AC,meltspin,0
4754,Cu20La5Mg75,AM,meltspin,1
4755,Cu20Mg40Nd40,AC,meltspin,0
4756,Cu20Mg45Nd35,AM,meltspin,1
4757,Cu20Mg50Nd30,AM,meltspin,1
4758,Cu20Mg50Y30,AM,meltspin,1
4759,Cu20Mg55Nd25,AM,meltspin,1
4760,Cu20Mg60Nd20,AM,meltspin,1
4761,Cu20Mg60Y20,AM,meltspin,1
4762,Cu20Mg65Nd15,AM,meltspin,1
4763,Cu20Mg70Nd10,AM,meltspin,1
4764,Cu20Mg70Y10,AM,meltspin,1
4765,Cu20Mg75Nd5,AM,meltspin,1
4766,Cu20Mg79Y1,AM,meltspin,1
4767,Cu20Mg80Nd0,AM,meltspin,1
4768,Cu20Mg80Y0,AM,meltspin,1
4769,Cu20Ni10Ti70,AM,meltspin,1
4770,Cu20Ni10Zr70,AM,meltspin,1
4771,Cu20Ni20Ti60,AM,meltspin,1
4772,Cu20Ni20Zr60,AM,meltspin,1
4773,Cu20Ni26.4Zr53.6,AM,meltspin,1
4774,Cu20Ni30Ti50,AM,meltspin,1
4775,Cu20Ni30Zr50,AM,meltspin,1
4776,Cu20Ni40Ti40,AC,meltspin,0
4777,Cu20Ni40Zr40,AM,meltspin,1
4778,Cu20Ni50Ti30,CR,meltspin,0
4779,Cu20Ni50Zr30,AM,meltspin,1
4780,Cu20Ni5Zr75,CR,meltspin,0
4781,Cu20Ni60Ti20,CR,meltspin,0
4782,Cu20Ni60Zr20,CR,meltspin,0
4783,Cu20Ni70Ti10,CR,meltspin,0
4784,Cu20Ti80Zr0,CR,meltspin,0
4785,Cu24Mg40Y36,AM,meltspin,1
4786,Cu25Hf50Ni25,AM,meltspin,1
4787,Cu25Hf55Ni20,AM,meltspin,1
4788,Cu25La20Mg55,AM,meltspin,1
4789,Cu25La25Mg50,AC,meltspin,0
4790,Cu25La30Mg45,AM,meltspin,1
4791,Cu25La40Mg35,AM,meltspin,1
4792,Cu25Mg45Nd30,AM,meltspin,1
4793,Cu25Mg50Nd25,AM,meltspin,1
4794,Cu25Mg55Nd20,AM,meltspin,1
4795,Cu25Mg60Nd15,AM,meltspin,1
4796,Cu25Mg60Y15,AM,meltspin,1
4797,Cu25Mg65Nd10,AM,meltspin,1
4798,Cu25Mg65Y10,AM,meltspin,1
4799,Cu25Mg70Nd5,AM,meltspin,1
4800,Cu25Mg70Y5,AM,meltspin,1
4801,Cu25Ni15Zr60,AM,meltspin,1
4802,Cu25Ni20Zr55,AM,meltspin,1
4803,Cu25Ni25Ti50,AM,meltspin,1
4804,Cu25Ni25Zr50,AM,meltspin,1
4805,Cu26.7Pd56.8Si16.5,CR,meltspin,0
4806,Cu27.5La66Sr6.5,AM,meltspin,1
4807,Cu27.5La67.5Sr5,AM,meltspin,1
4808,Cu27La69Sr4,AM,meltspin,1
4809,Cu27La70Sr3,AM,meltspin,1
4810,Cu27La71Sr2,AM,meltspin,1
4811,Cu27La73Sr0,AM,meltspin,1
4812,Cu28.5La61.5Sr10,AM,meltspin,1
4813,Cu28.5La62.5Sr9,AM,meltspin,1
4814,Cu28La63.5Sr8.5,AM,meltspin,1
4815,Cu28La64.5Sr7.5,AM,meltspin,1
4816,Cu28Ti0Zr72,CR,meltspin,0
4817,Cu29La60Sr11,AM,meltspin,1
4818,Cu2Ni74P24,CR,meltspin,0
4819,Cu2Ni76P22,AM,meltspin,1
4820,Cu2Ni78P20,AM,meltspin,1
4821,Cu2Ni80P18,AM,meltspin,1
4822,Cu2Ni82P16,CR,meltspin,0
4823,Cu2Pd80.75Si17.25,AM,meltspin,1
4824,Cu3.5Pd80Si16.5,AM,meltspin,1
4825,Cu30.5La56Sr13.5,AM,meltspin,1
4826,Cu30Hf10Ni60,CR,meltspin,0
4827,Cu30Hf20Ni50,AM,meltspin,1
4828,Cu30Hf30Ni40,AM,meltspin,1
4829,Cu30Hf40Ni30,AM,meltspin,1
4830,Cu30Hf45Ni25,AM,meltspin,1
4831,Cu30Hf50Ni20,AM,meltspin,1
4832,Cu30Hf55Ni15,AM,meltspin,1
4833,Cu30Hf60Ni10,AM,meltspin,1
4834,Cu30Hf70Ni0,AM,meltspin,1
4835,Cu30La0Mg70,AM,meltspin,1
4836,Cu30La10Mg60,AM,meltspin,1
4837,Cu30La20Mg50,AM,meltspin,1
4838,Cu30La30Mg40,AM,meltspin,1
4839,Cu30La40Mg30,AM,meltspin,1
4840,Cu30La50Mg20,AC,meltspin,0
4841,Cu30La57.5Sr12.5,AM,meltspin,1
4842,Cu30La58Sr12,AM,meltspin,1
4843,Cu30La5Mg65,AM,meltspin,1
4844,Cu30Mg30Y40,AC,meltspin,0
4845,Cu30Mg40Nd30,AM,meltspin,1
4846,Cu30Mg40Y30,AM,meltspin,1
4847,Cu30Mg45Nd25,AM,meltspin,1
4848,Cu30Mg50Nd20,AM,meltspin,1
4849,Cu30Mg50Y20,AM,meltspin,1
4850,Cu30Mg55Nd15,AM,meltspin,1
4851,Cu30Mg60Nd10,AM,meltspin,1
4852,Cu30Mg60Y10,AM,meltspin,1
4853,Cu30Mg65Nd5,AM,meltspin,1
4854,Cu30Mg69Y1,AM,meltspin,1
4855,Cu30Mg70Nd0,AM,meltspin,1
4856,Cu30Mg70Y0,AM,meltspin,1
4857,Cu30Ni0Ti70,AC,meltspin,0
4858,Cu30Ni0Zr70,AM,meltspin,1
4859,Cu30Ni10Ti60,AM,meltspin,1
4860,Cu30Ni10Zr60,AM,meltspin,1
4861,Cu30Ni15Zr55,AM,meltspin,1
4862,Cu30Ni20Ti50,AM,meltspin,1
4863,Cu30Ni20Zr50,AM,meltspin,1
4864,Cu30Ni25Zr45,AM,meltspin,1
4865,Cu30Ni30Ti40,AM,meltspin,1
4866,Cu30Ni30Zr40,AM,meltspin,1
4867,Cu30Ni40Ti30,AC,meltspin,0
4868,Cu30Ni40Zr30,AM,meltspin,1
4869,Cu30Ni50Ti20,CR,meltspin,0
4870,Cu30Ni50Zr20,CR,meltspin,0
4871,Cu30Ni60Ti10,CR,meltspin,0
4872,Cu30Ti70Zr0,CR,meltspin,0
4873,Cu31La55Sr14,AM,meltspin,1
4874,Cu31Ti41Zr28,AC,meltspin,0
4875,Cu32.5La52.5Sr15,AM,meltspin,1
4876,Cu32La53.5Sr14.5,AM,meltspin,1
4877,Cu32Mg20Y48,AM,meltspin,1
4878,Cu33La51.5Sr15.5,AM,meltspin,1
4879,Cu33Ni0.05Zr66.95,AM,meltspin,1
4880,Cu33Ni0.15Zr66.85,AM,meltspin,1
4881,Cu33Ni0.1Zr66.9,AM,meltspin,1
4882,Cu33Ni0.2Zr66.8,AM,meltspin,1
4883,Cu33Ti0Zr67,CR,meltspin,0
4884,Cu34La50Sr16,AM,meltspin,1
4885,Cu34Ti44Zr22,AC,meltspin,0
4886,Cu35Fe5Ti60,AM,meltspin,1
4887,Cu35Hf45Ni20,AM,meltspin,1
4888,Cu35Hf50Ni15,AM,meltspin,1
4889,Cu35La48Sr17,AM,meltspin,1
4890,Cu35Mg30Nd35,AM,meltspin,1
4891,Cu35Mg45Nd20,AM,meltspin,1
4892,Cu35Mg50Nd15,AM,meltspin,1
4893,Cu35Mg55Nd10,AM,meltspin,1
4894,Cu35Ni0Ti65,AM,meltspin,1
4895,Cu35Ni15Zr50,AM,meltspin,1
4896,Cu35Ni20Zr45,AM,meltspin,1
4897,Cu35Ni35Ti30,AC,meltspin,0
4898,Cu35Ti65Zr0,CR,meltspin,0
4899,Cu36La47Sr17,AM,meltspin,1
4900,Cu37La47Sr16,AM,meltspin,1
4901,Cu37La48Sr15,AM,meltspin,1
4902,Cu37La49Sr14,AM,meltspin,1
4903,Cu37La50.5Sr12.5,AM,meltspin,1
4904,Cu37La52Sr11,AM,meltspin,1
4905,Cu37La53Sr10,AM,meltspin,1
4906,Cu37La54Sr9,AM,meltspin,1
4907,Cu37La55Sr8,AM,meltspin,1
4908,Cu37La56Sr7,AM,meltspin,1
4909,Cu37La57Sr6,AM,meltspin,1
4910,Cu37La58Sr5,AM,meltspin,1
4911,Cu37La59.5Sr3.5,AM,meltspin,1
4912,Cu37La59Sr4,AM,meltspin,1
4913,Cu37La60.5Sr2.5,AM,meltspin,1
4914,Cu37La61.5Sr1.5,AM,meltspin,1
4915,Cu37La62Sr1,AM,meltspin,1
4916,Cu37La63Sr0,AM,meltspin,1
4917,Cu37Mg48Y15,AM,meltspin,1
4918,Cu38.2Hf28.8Nb33,AM,meltspin,1
4919,Cu38.2Nb33Ti28.8,AM,meltspin,1
4920,Cu38.2Nb33Zr28.8,AM,meltspin,1
4921,Cu39.9Hf30.1Nb30,AM,meltspin,1
4922,Cu39.9Nb30Ti30.1,AM,meltspin,1
4923,Cu39.9Nb30Zr30.1,AM,meltspin,1
4924,Cu39Ti17Zr44,AM,meltspin,1
4925,Cu39Ti21Zr40,AM,meltspin,1
4926,Cu3Ni73P24,CR,meltspin,0
4927,Cu3Ni81P16,CR,meltspin,0
4928,Cu3Pd80Si17,AM,meltspin,1
4929,Cu4.2Pd79.3Si16.5,AM,meltspin,1
4930,Cu4.5Pd77.5Si18,AM,meltspin,1
4931,Cu40Fe10Ti50,AM,meltspin,1
4932,Cu40Fe20Zr40,AM,meltspin,1
4933,Cu40Hf10Ni50,CR,meltspin,0
4934,Cu40Hf20Ni40,AM,meltspin,1
4935,Cu40Hf30Ni30,AM,meltspin,1
4936,Cu40Hf40Ni20,AM,meltspin,1
4937,Cu40Hf45Ni15,AM,meltspin,1
4938,Cu40Hf50Ni10,AM,meltspin,1
4939,Cu40Hf60Ni0,AM,meltspin,1
4940,Cu40La0Mg60,AM,meltspin,1
4941,Cu40La10Mg50,AM,meltspin,1
4942,Cu40La20Mg40,AM,meltspin,1
4943,Cu40La30Mg30,AM,meltspin,1
4944,Cu40La40Mg20,AC,meltspin,0
4945,Cu40La5Mg55,AM,meltspin,1
4946,Cu40Mg0Y60,AM,meltspin,1
4947,Cu40Mg20Nd40,AC,meltspin,0
4948,Cu40Mg20Y40,AC,meltspin,0
4949,Cu40Mg30Nd30,AM,meltspin,1
4950,Cu40Mg30Y30,AM,meltspin,1
4951,Cu40Mg40Nd20,AM,meltspin,1
4952,Cu40Mg40Y20,AM,meltspin,1
4953,Cu40Mg50Nd10,AM,meltspin,1
4954,Cu40Mg55Nd5,AM,meltspin,1
4955,Cu40Mg55Y5,AM,meltspin,1
4956,Cu40Mg59Y1,AM,meltspin,1
4957,Cu40Mg60Nd0,AM,meltspin,1
4958,Cu40Mg60Y0,AM,meltspin,1
4959,Cu40Ni0Ti60,AM,meltspin,1
4960,Cu40Ni0Zr60,AM,meltspin,1
4961,Cu40Ni10Ti50,AM,meltspin,1
4962,Cu40Ni10Zr50,AM,meltspin,1
4963,Cu40Ni15Zr45,AM,meltspin,1
4964,Cu40Ni20Ti40,AM,meltspin,1
4965,Cu40Ni20Zr40,AM,meltspin,1
4966,Cu40Ni30Ti30,AM,meltspin,1
4967,Cu40Ni30Zr30,AM,meltspin,1
4968,Cu40Ni40Ti20,AC,meltspin,0
4969,Cu40Ni40Zr20,CR,meltspin,0
4970,Cu40Ti30Zr30,AM,meltspin,1
4971,Cu42.7Hf32.3Nb25,AM,meltspin,1
4972,Cu42.7Nb25Ti32.3,AM,meltspin,1
4973,Cu42.7Nb25Zr32.3,AM,meltspin,1
4974,Cu44Ti10Zr46,AM,meltspin,1
4975,Cu44Ti16Zr40,AM,meltspin,1
4976,Cu45.6Hf34.4Nb20,AM,meltspin,1
4977,Cu45.6Nb20Ti34.4,AM,meltspin,1
4978,Cu45.6Nb20Zr34.4,AM,meltspin,1
4979,Cu45Fe5Ti50,AM,meltspin,1
4980,Cu45Ni10Ti45,AM,meltspin,1
4981,Cu45Ti20Zr35,AM,meltspin,1
4982,Cu45Ti25Zr30,AM,meltspin,1
4983,Cu46Ti0Zr54,AC,meltspin,0
4984,Cu47Ti35Zr18,AM,meltspin,1
4985,Cu48.4Hf36.6Nb15,AM,meltspin,1
4986,Cu48.4Nb15Ti36.6,AM,meltspin,1
4987,Cu48.4Nb15Zr36.6,AM,meltspin,1
4988,Cu4Ni74P22,AM,meltspin,1
4989,Cu4Ni76P20,AM,meltspin,1
4990,Cu4Ni78P18,AM,meltspin,1
4991,Cu4Ni80P16,CR,meltspin,0
4992,Cu4Pd79.1Si16.9,AM,meltspin,1
4993,Cu4Pd79.5Si16.5,AM,meltspin,1
4994,Cu5.7Pd73.8Si20.5,AM,meltspin,1
4995,Cu5.8Pd74.7Si19.5,AM,meltspin,1
4996,Cu5.9Pd75.6Si18.5,AM,meltspin,1
4997,Cu5.9Pd76.6Si17.5,AM,meltspin,1
4998,Cu50Fe10Zr40,AM,meltspin,1
4999,Cu50Hf10Ni40,CR,meltspin,0
5000,Cu50Hf20Ni30,AM,meltspin,1
5001,Cu50Hf30Ni20,AM,meltspin,1
5002,Cu50Hf40Ni10,AM,meltspin,1
5003,Cu50Hf50Ni0,AM,meltspin,1
5004,Cu50La0Mg50,CR,meltspin,0
5005,Cu50La10Mg40,AM,meltspin,1
5006,Cu50La20Mg30,AM,meltspin,1
5007,Cu50La30Mg20,AC,meltspin,0
5008,Cu50Mg20Nd30,AM,meltspin,1
5009,Cu50Mg30Nd20,AM,meltspin,1
5010,Cu50Mg40Nd10,AM,meltspin,1
5011,Cu50Mg50Nd0,CR,meltspin,0
5012,Cu50Ni0Ti50,AM,meltspin,1
5013,Cu50Ni0Zr50,AM,meltspin,1
5014,Cu50Ni10Ti40,AM,meltspin,1
5015,Cu50Ni10Zr40,AM,meltspin,1
5016,Cu50Ni20Ti30,AM,meltspin,1
5017,Cu50Ni20Zr30,AM,meltspin,1
5018,Cu50Ni30Ti20,AC,meltspin,0
5019,Cu50Ni30Zr20,CR,meltspin,0
5020,Cu50Ni40Ti10,CR,meltspin,0
5021,Cu50Ti0Zr50,AM,meltspin,1
5022,Cu50Ti15Zr35,AM,meltspin,1
5023,Cu50Ti30Zr20,AM,meltspin,1
5024,Cu50Ti50Zr0,AM,meltspin,1
5025,Cu51.3Hf38.7Nb10,AM,meltspin,1
5026,Cu51.3Nb10Ti38.7,AM,meltspin,1
5027,Cu51.3Nb10Zr38.7,AM,meltspin,1
5028,Cu52.8Ni27.2P20,AM,meltspin,1
5029,Cu53Fe7Zr40,AM,meltspin,1
5030,Cu54.1Hf40.9Nb5,AM,meltspin,1
5031,Cu54.1Nb5Ti40.9,AM,meltspin,1
5032,Cu54.1Nb5Zr40.9,AM,meltspin,1
5033,Cu54Ti11Zr35,AM,meltspin,1
5034,Cu55Fe5Ti40,AM,meltspin,1
5035,Cu55Fe5Zr40,AM,meltspin,1
5036,Cu55Ti20Zr25,AM,meltspin,1
5037,Cu55Ti25Zr20,AM,meltspin,1
5038,Cu56.4Hf42.6Nb1,AM,meltspin,1
5039,Cu56.4Nb1Ti42.6,AM,meltspin,1
5040,Cu56.4Nb1Zr42.6,AM,meltspin,1
5041,Cu56P2Zr42,AM,meltspin,1
5042,Cu56Ti0Zr44,AM,meltspin,1
5043,Cu57Fe3Zr40,AM,meltspin,1
5044,Cu57Hf21Nb22,AM,meltspin,1
5045,Cu57Hf23Nb20,AM,meltspin,1
5046,Cu57Hf28Nb15,AM,meltspin,1
5047,Cu57Hf33Nb10,AM,meltspin,1
5048,Cu57Hf38Nb5,AM,meltspin,1
5049,Cu57Hf42Nb1,AM,meltspin,1
5050,Cu57Nb10Ti33,AM,meltspin,1
5051,Cu57Nb10Zr33,AM,meltspin,1
5052,Cu57Nb15Ti28,AM,meltspin,1
5053,Cu57Nb15Zr28,AM,meltspin,1
5054,Cu57Nb1Ti42,AM,meltspin,1
5055,Cu57Nb1Zr42,AM,meltspin,1
5056,Cu57Nb20Ti23,AM,meltspin,1
5057,Cu57Nb20Zr23,AM,meltspin,1
5058,Cu57Nb22Ti21,AM,meltspin,1
5059,Cu57Nb22Zr21,AM,meltspin,1
5060,Cu57Nb5Ti38,AM,meltspin,1
5061,Cu57Nb5Zr38,AM,meltspin,1
5062,Cu59Fe1Zr40,AM,meltspin,1
5063,Cu5Mg65Y30,AC,meltspin,0
5064,Cu5Mg75Y20,AC,meltspin,0
5065,Cu5Mg80Nd15,CR,meltspin,0
5066,Cu5Mg85Nd10,AM,meltspin,1
5067,Cu5Mg85Y10,AM,meltspin,1
5068,Cu5Mg90Nd5,AC,meltspin,0
5069,Cu5Mg90Y5,CR,meltspin,0
5070,Cu5Ni10Ti85,CR,meltspin,0
5071,Cu5Ni15Ti80,CR,meltspin,0
5072,Cu5Ni20Ti75,AM,meltspin,1
5073,Cu5Ni20Zr75,AC,meltspin,0
5074,Cu5Ni31.35Zr63.65,AM,meltspin,1
5075,Cu5Ni45Ti50,CR,meltspin,0
5076,Cu5Ni5Ti90,CR,meltspin,0
5077,Cu6.1Pd78.4Si15.5,AM,meltspin,1
5078,Cu6.7Pd76.8Si16.5,AM,meltspin,1
5079,Cu60Fe0Zr40,AM,meltspin,1
5080,Cu60Hf10Ni30,CR,meltspin,0
5081,Cu60Hf20Ni20,AM,meltspin,1
5082,Cu60Hf30Ni10,AM,meltspin,1
5083,Cu60Hf40Ni0,AM,meltspin,1
5084,Cu60Mg0Nd40,CR,meltspin,0
5085,Cu60Mg10Nd30,AM,meltspin,1
5086,Cu60Mg20Nd20,AM,meltspin,1
5087,Cu60Mg30Nd10,AC,meltspin,0
5088,Cu60Ni0Ti40,AM,meltspin,1
5089,Cu60Ni0Zr40,AM,meltspin,1
5090,Cu60Ni10Ti30,AM,meltspin,1
5091,Cu60Ni10Zr30,AM,meltspin,1
5092,Cu60Ni20Zr20,CR,meltspin,0
5093,Cu60Ti25Zr15,AM,meltspin,1
5094,Cu60Ti40Zr0,AM,meltspin,1
5095,Cu61.6Ni18.4P20,AM,meltspin,1
5096,Cu62Ti0Zr38,AM,meltspin,1
5097,Cu65Ti0Zr35,AM,meltspin,1
5098,Cu65Ti20Zr15,AM,meltspin,1
5099,Cu66Ti34Zr0,AC,meltspin,0
5100,Cu67Ni17P16,AM,meltspin,1
5101,Cu69Ni13P18,AM,meltspin,1
5102,Cu6Ni72P22,AM,meltspin,1
5103,Cu6Ni74P20,AM,meltspin,1
5104,Cu6Ni76P18,AM,meltspin,1
5105,Cu6Pd77.5Si16.5,AM,meltspin,1
5106,Cu70Hf10Ni20,CR,meltspin,0
5107,Cu70Hf20Ni10,AC,meltspin,0
5108,Cu70Hf30Ni0,AM,meltspin,1
5109,Cu70Mg0Nd30,CR,meltspin,0
5110,Cu70Mg10Nd20,CR,meltspin,0
5111,Cu70Ni0Ti30,AM,meltspin,1
5112,Cu70Ni0Zr30,AM,meltspin,1
5113,Cu70Ni10Ti20,CR,meltspin,0
5114,Cu70Ni10Zr20,CR,meltspin,0
5115,Cu70Ni20Ti10,CR,meltspin,0
5116,Cu70Pb1Zn29,AM,meltspin,1
5117,Cu70Ti0Zr30,AM,meltspin,1
5118,Cu73Ni11P16,AM,meltspin,1
5119,Cu75Ni0Ti25,AM,meltspin,1
5120,Cu75Ti0Zr25,CR,meltspin,0
5121,Cu75Ti25Zr0,CR,meltspin,0
5122,Cu75Ti8Zr17,AC,meltspin,0
5123,Cu7Pd73Si20,AM,meltspin,1
5124,Cu7Pd76.5Si16.5,AM,meltspin,1
5125,Cu7Pd76Si17,AM,meltspin,1
5126,Cu80Mg0Nd20,CR,meltspin,0
5127,Cu80Ni0Ti20,AC,meltspin,0
5128,Cu80Ni10Ti10,CR,meltspin,0
5129,Cu80Ti0Zr20,CR,meltspin,0
5130,Cu85Ti15Zr0,CR,meltspin,0
5131,Cu8Mg80Y12,AM,meltspin,1
5132,Cu8Ni70P22,AM,meltspin,1
5133,Cu8Ni72P20,AM,meltspin,1
5134,Cu8Ni74P18,AM,meltspin,1
5135,Cu8Pd74Si18,AM,meltspin,1
5136,Cu8Pd75.8Si16.2,AM,meltspin,1
5137,Cu90Ni0Ti10,CR,meltspin,0
5138,Cu95Ti0Zr5,CR,meltspin,0
5139,Cu9Pd75Si16,AM,meltspin,1
5140,Dy0.3Fe89.7Zr10,AM,meltspin,1
5141,Dy84Fe6Zr10,CR,meltspin,0
5142,Dy88Fe2Zr10,AM,meltspin,1
5143,Fe0Ni33Zr67,AM,meltspin,1
5144,Fe0Ni80P20,AM,meltspin,1
5145,Fe0Pd80Si20,AM,meltspin,1
5146,Fe0Si15Zr85,AM,meltspin,1
5147,Fe1.7Pd81.8Si16.5,AM,meltspin,1
5148,Fe10Ni29.7Zr60.3,AM,meltspin,1
5149,Fe10Ni70P20,AM,meltspin,1
5150,Fe10Pd73.5Si16.5,AM,meltspin,1
5151,Fe10Si15Zr75,AM,meltspin,1
5152,Fe12.5Pd71Si16.5,AM,meltspin,1
5153,Fe12Si16Ti72,AM,meltspin,1
5154,Fe13.2Ni19.8Zr67,AM,meltspin,1
5155,Fe13Pd67Si20,AM,meltspin,1
5156,Fe15Ni28.05Zr56.95,AM,meltspin,1
5157,Fe15Ni65P20,AM,meltspin,1
5158,Fe15Pd68.5Si16.5,CR,meltspin,0
5159,Fe16.5Ni16.5Zr67,AM,meltspin,1
5160,Fe16Ni64P20,AM,meltspin,1
5161,Fe18Ni72Zr10,AM,meltspin,1
5162,Fe1Ni79P20,AM,meltspin,1
5163,Fe20.2Ni12.8Zr67,AM,meltspin,1
5164,Fe20Ni26.4Zr53.6,AM,meltspin,1
5165,Fe20Ni60P20,AM,meltspin,1
5166,Fe20Si65Zr15,AM,meltspin,1
5167,Fe22Si10Zr68,AM,meltspin,1
5168,Fe23.1Ni9.9Zr67,AM,meltspin,1
5169,Fe24Hf0Zr76,AM,meltspin,1
5170,Fe24Hf15.2Zr60.8,AM,meltspin,1
5171,Fe24Hf22.8Zr53.2,AM,meltspin,1
5172,Fe24Hf34.2Zr41.8,AM,meltspin,1
5173,Fe24Hf7.6Zr68.4,AM,meltspin,1
5174,Fe25Ni24.75Zr50.25,AM,meltspin,1
5175,Fe25Ni55P20,AM,meltspin,1
5176,Fe25Sc37.5Zr37.5,AM,meltspin,1
5177,Fe25Sc75Zr0,AM,meltspin,1
5178,Fe28Ir2Zr70,AM,meltspin,1
5179,Fe28Pd2Zr70,AM,meltspin,1
5180,Fe28Rh2Zr70,AM,meltspin,1
5181,Fe28Ru2Zr70,AM,meltspin,1
5182,Fe29.7Ni3.3Zr67,AM,meltspin,1
5183,Fe3.3Ni29.7Zr67,AM,meltspin,1
5184,Fe30Ni23.1Zr46.9,AM,meltspin,1
5185,Fe30Ni50P20,AM,meltspin,1
5186,Fe33Ni0.05Zr66.95,AM,meltspin,1
5187,Fe33Ni0.15Zr66.85,AM,meltspin,1
5188,Fe33Ni0.1Zr66.9,AM,meltspin,1
5189,Fe33Ni0.2Zr66.8,AM,meltspin,1
5190,Fe33Ni0Zr67,AM,meltspin,1
5191,Fe35Ni45P20,AM,meltspin,1
5192,Fe36Ni54Zr10,AM,meltspin,1
5193,Fe3Ni77P20,AM,meltspin,1
5194,Fe4.2Pd79.3Si16.5,AM,meltspin,1
5195,Fe40Ni40P20,AM,meltspin,1
5196,Fe46.2Hf18.2O35.6,AM,sputtering,1
5197,Fe48.9Hf9.5O41.6,CR,sputtering,0
5198,Fe5.1Pd78.1Si16.8,AM,meltspin,1
5199,Fe50.2Hf13.7O36.1,AM,sputtering,1
5200,Fe50Hf10Ta40,AM,sputtering,1
5201,Fe50Hf20Ta30,AM,sputtering,1
5202,Fe50Hf30Ta20,AM,sputtering,1
5203,Fe50Hf40Ta10,AM,sputtering,1
5204,Fe50Hf50Ta0,AM,sputtering,1
5205,Fe51.5Hf12.2O36.3,AC,sputtering,0
5206,Fe54.9Hf11O34.1,AC,sputtering,0
