,material_id,formula,nsites,space_group,volume,structure,band_gap,e_electronic,e_total,n,poly_electronic,poly_total,pot_ferroelectric
867,mp-9386,CsAu3Se2,6,164,208.069747575,"Full Formula (Cs1 Au3 Se2)
Reduced Formula: CsAu3Se2
abc   :   6.467519   6.467519   5.743847
angles:  90.000000  90.000000 119.999995
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0         0         0.5
  1  Au    0         0.5       0
  2  Au    0.5       0         0
  3  Au    0.5       0.5       0
  4  Se    0.333333  0.666667  0.717315
  5  Se    0.666667  0.333333  0.282685",2.17,"[[5.76092519, 5.1e-07, 0.0], [5.1e-07, 5.76092569, 0.0], [0.0, 0.0, 3.95522403]]","[[10.72145276, -9e-08, 0.0], [-9e-08, 10.721371229999999, -9.272e-05], [0.0, -9.272e-05, 15.34046882]]",2.27,5.16,12.26,True
868,mp-10322,BaHfN2,8,129,146.196611715,"Full Formula (Ba2 Hf2 N4)
Reduced Formula: BaHfN2
abc   :   4.151013   4.151013   8.484556
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Ba    0.75  0.75  0.151737
  1  Ba    0.25  0.25  0.848263
  2  Hf    0.25  0.25  0.415067
  3  Hf    0.75  0.75  0.584933
  4  N     0.75  0.75  0.819798
  5  N     0.25  0.25  0.180202
  6  N     0.75  0.25  0.5
  7  N     0.25  0.75  0.5",1.25,"[[7.27051496, 0.0, 0.0], [0.0, 7.27051496, 0.0], [0.0, 0.0, 7.26641734]]","[[34.173451799999995, -1.71e-06, 6.000000000000001e-08], [-1.71e-06, 34.173451920000005, 6.000000000000001e-08], [6.000000000000001e-08, 6.000000000000001e-08, 21.537167269999998]]",2.7,7.27,29.96,True
869,mp-31454,TaSbRu,3,216,59.3955999005,"Full Formula (Ta1 Sb1 Ru1)
Reduced Formula: TaSbRu
abc   :   4.379486   4.379486   4.379485
angles:  59.999999  59.999999  59.999994
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ta    0     0     0
  1  Sb    0.5   0.5   0.5
  2  Ru    0.25  0.25  0.25",0.67,"[[19.70142737, 1.8399999999999997e-06, 2.6e-06], [1.8399999999999997e-06, 19.70142494, 1.8399999999999997e-06], [2.6e-06, 1.8399999999999997e-06, 19.70141974]]","[[32.43558993, -0.00150514, 0.00514138], [-0.00150514, 32.4336011, 0.0036355999999999997], [0.00514138, 0.0036355999999999997, 32.435761029999995]]",4.44,19.7,32.43,True
870,mp-4081,TaCu3Se4,8,215,186.375773342,"Full Formula (Ta1 Cu3 Se4)
Reduced Formula: TaCu3Se4
abc   :   5.712109   5.712109   5.712109
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ta    0         0         0
  1  Cu    0.5       0         0
  2  Cu    0         0         0.5
  3  Cu    0         0.5       0
  4  Se    0.248956  0.248956  0.248956
  5  Se    0.751044  0.751044  0.248956
  6  Se    0.751044  0.248956  0.751044
  7  Se    0.248956  0.751044  0.751044",1.6,"[[6.99261984, 0.0, 0.0], [0.0, 6.99261984, 0.0], [0.0, 0.0, 6.99261984]]","[[7.3155228, 0.0, 0.0], [0.0, 7.31545647, 0.0], [0.0, 0.0, 7.31547627]]",2.64,6.99,7.32,True
871,mp-29025,Li5Br2N,8,71,141.23223044600002,"Full Formula (Li5 Br2 N1)
Reduced Formula: Li5Br2N
abc   :   3.916478   6.089460   6.940727
angles: 116.019433 106.387821  89.999996
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.120194  0.903113  0.240388
  1  Li    0.879806  0.096887  0.759612
  2  Li    0.879806  0.662725  0.759612
  3  Li    0.5       0         0
  4  Li    0.120194  0.337275  0.240388
  5  Br    0.326342  0.326342  0.652683
  6  Br    0.673658  0.673658  0.347317
  7  N     0         0         0",2.08,"[[3.7122361, -0.012334350000000001, -0.00191669], [-0.012334350000000001, 3.76890911, -0.04194307], [-0.00191669, -0.04194307, 3.70628336]]","[[8.192596439999999, -0.22451226, -0.043020039999999], [-0.22451226, 9.196206459999999, -0.763444999999999], [-0.043020039999999, -0.763444999999999, 8.05842516]]",1.93,3.73,8.48,True
872,mp-23048,CsMnBr3,10,194,352.815798759,"Full Formula (Cs2 Mn2 Br6)
Reduced Formula: CsMnBr3
abc   :   7.858778   7.858779   6.596405
angles:  90.000000  90.000000 119.999998
Sites (10)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Cs    0.666667  0.333333  0.25
  1  Cs    0.333333  0.666667  0.75
  2  Mn    0         0         0.5
  3  Mn    0         0         0
  4  Br    0.157286  0.842714  0.25
  5  Br    0.842714  0.685427  0.75
  6  Br    0.157286  0.314573  0.25
  7  Br    0.842714  0.157286  0.75
  8  Br    0.314573  0.157286  0.75
  9  Br    0.685427  0.842714  0.25",1.29,"[[3.18841096, 0.0, 0.0], [0.0, 3.1884115299999998, 0.0], [0.0, 0.0, 3.60886637]]","[[9.26182079, 1e-08, 0.0], [1e-08, 9.26212637, 0.0], [0.0, 0.0, 18.88883955]]",1.82,3.33,12.47,True
873,mp-7434,NaCuTe,6,129,137.471829036,"Full Formula (Na2 Cu2 Te2)
Reduced Formula: NaCuTe
abc   :   4.390439   4.390439   7.131778
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Na    0.25  0.25  0.174543
  1  Na    0.75  0.75  0.825457
  2  Cu    0.75  0.25  0.5
  3  Cu    0.25  0.75  0.5
  4  Te    0.25  0.25  0.722908
  5  Te    0.75  0.75  0.277092",0.63,"[[10.30853877, 0.0, 0.0], [0.0, 10.30853877, 0.0], [0.0, 0.0, 7.70713284]]","[[16.40583263, 5.9e-07, 2.4e-07], [5.9e-07, 16.40583467, 2.4e-07], [2.4e-07, 2.4e-07, 13.64925723]]",3.07,9.44,15.49,True
874,mp-9631,AlAgO2,8,194,91.4446588756,"Full Formula (Al2 Ag2 O4)
Reduced Formula: AlAgO2
abc   :   2.918739   2.918739  12.394734
angles:  90.000000  90.000000 120.000010
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0         0         0
  1  Al    0         0         0.5
  2  Ag    0.666667  0.333333  0.75
  3  Ag    0.333333  0.666667  0.25
  4  O     0.333333  0.666667  0.422605
  5  O     0.666667  0.333333  0.922605
  6  O     0.333333  0.666667  0.077395
  7  O     0.666667  0.333333  0.577395",1.41,"[[5.94438241, -1.18e-06, 0.0], [-1.18e-06, 5.94438185, 0.0], [0.0, 0.0, 5.62422414]]","[[11.57556425, -1.18e-06, 0.0], [-1.18e-06, 11.57514085, 1e-08], [0.0, 1e-08, 9.0245177]]",2.42,5.84,10.73,True
875,mp-776230,LiFeF4,6,65,69.1183103414,"Full Formula (Li1 Fe1 F4)
Reduced Formula: LiFeF4
abc   :   4.717387   5.653538   4.744838
angles:  92.850844  86.739395 146.832566
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.501962  0.496998  0.002933
  1  Fe    0.506483  0.99975   0.504118
  2  F     0.213052  0.999103  0.796823
  3  F     0.197555  0.502573  0.691153
  4  F     0.799443  0.999135  0.212571
  5  F     0.815773  0.496656  0.317435",3.14,"[[2.38886969, -0.0032147400000000002, -0.20305902], [-0.00321457, 2.62412868, -0.00271438], [-0.20305919, -0.00271443, 2.37303839]]","[[8.363837570000001, -0.01952515, -0.08508738], [-0.01952498, 9.91514106, -0.0013846800000000001], [-0.08508755, -0.0013847299999990002, 8.42056932]]",1.57,2.46,8.9,True
876,mp-29763,RbMnBr3,10,194,331.714993516,"Full Formula (Rb2 Mn2 Br6)
Reduced Formula: RbMnBr3
abc   :   7.656790   7.656791   6.533425
angles:  90.000000  90.000000 119.999995
Sites (10)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Rb    0.333333  0.666667  0.75
  1  Rb    0.666667  0.333333  0.25
  2  Mn    0         0         0
  3  Mn    0         0         0.5
  4  Br    0.161852  0.323705  0.25
  5  Br    0.838148  0.161852  0.75
  6  Br    0.323705  0.161852  0.75
  7  Br    0.676295  0.838148  0.25
  8  Br    0.161852  0.838148  0.25
  9  Br    0.838148  0.676295  0.75",1.18,"[[3.20879863, 0.0, 0.0], [0.0, 3.20879993, 0.0], [0.0, 0.0, 3.6094898300000002]]","[[13.83574677, -2e-08, 0.0], [-2e-08, 13.84368099, 0.0], [0.0, 0.0, 33.8573339]]",1.83,3.34,20.51,True
877,mp-7738,LaSeF,6,194,128.42167015,"Full Formula (La2 Se2 F2)
Reduced Formula: LaSeF
abc   :   4.235796   4.235796   8.264900
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  La    0.333333  0.666667  0.25
  1  La    0.666667  0.333333  0.75
  2  Se    0         0         0.5
  3  Se    0         0         0
  4  F     0.666667  0.333333  0.25
  5  F     0.333333  0.666667  0.75",1.73,"[[6.1166594, 0.0, 0.0], [0.0, 6.1166596, 0.0], [0.0, 0.0, 6.69048068]]","[[19.68907707, -6.000000000000001e-08, 0.0], [-6.000000000000001e-08, 19.73935553, 0.0], [0.0, 0.0, 24.30127664]]",2.51,6.31,21.24,True
878,mp-9672,K2NiP2,10,63,249.1108386,"Full Formula (K4 Ni2 P4)
Reduced Formula: K2NiP2
abc   :   5.611457   6.421162   7.622696
angles: 114.909551  90.000000  90.000000
Sites (10)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  K     0.75  0.416642  0.833284
  1  K     0.75  0.786867  0.573734
  2  K     0.25  0.583358  0.166716
  3  K     0.25  0.213133  0.426266
  4  Ni    0     0         0
  5  Ni    0.5   0         0
  6  P     0.75  0.270434  0.200706
  7  P     0.25  0.069728  0.799294
  8  P     0.25  0.729566  0.799294
  9  P     0.75  0.930272  0.200706",0.64,"[[13.3885752, 0.0, 0.0], [0.0, 6.25361312, 0.00240244], [0.0, 0.00240244, 6.2575787]]","[[18.11734474, 0.23693011, -0.35159992], [0.23693011, 11.79792638, -0.7137514500000001], [-0.35159992, -0.7137514500000001, 10.54741224]]",2.94,8.63,13.49,True
879,mp-28944,BiTeCl,6,186,226.76280087799998,"Full Formula (Bi2 Te2 Cl2)
Reduced Formula: BiTeCl
abc   :   4.302993   4.302993  14.141645
angles:  90.000000  90.000000 119.999996
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0.333333  0.666667  0.136471
  1  Bi    0.666667  0.333333  0.636471
  2  Te    0.666667  0.333333  0.261304
  3  Te    0.333333  0.666667  0.761304
  4  Cl    0         0         0.020324
  5  Cl    0         0         0.520324",1.51,"[[9.44852398, 1.27e-06, 0.0], [1.27e-06, 9.44852271, 0.0], [0.0, 0.0, 3.83859936]]","[[29.99748839, 1.8599999999999998e-06, 4.8620000000000005e-05], [1.8599999999999998e-06, 29.9971605, 0.00012512], [4.8620000000000005e-05, 0.00012512, 4.56855693]]",2.75,7.58,21.52,True
880,mp-30847,TiSnPt,3,216,60.504118955600006,"Full Formula (Ti1 Sn1 Pt1)
Reduced Formula: TiSnPt
abc   :   4.406562   4.406563   4.406563
angles:  60.000008  60.000002  60.000007
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ti    0     0     0
  1  Sn    0.5   0.5   0.5
  2  Pt    0.25  0.25  0.25",0.79,"[[20.80812543, 0.0, -2.7299999999999997e-06], [0.0, 20.80813526, -1.93e-06], [-2.7299999999999997e-06, -1.93e-06, 20.8081309]]","[[26.32227572, 0.00301972, 0.00055788], [0.00301972, 26.31534965, 0.00039336000000000004], [0.00055788, 0.00039336000000000004, 26.324361839999998]]",4.56,20.81,26.32,True
881,mp-20329,InAgO2,8,194,123.81468970799999,"Full Formula (In2 Ag2 O4)
Reduced Formula: InAgO2
abc   :   3.344206   3.344206  12.783670
angles:  90.000000  90.000000 120.000003
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  In    0         0         0
  1  In    0         0         0.5
  2  Ag    0.666667  0.333333  0.75
  3  Ag    0.333333  0.666667  0.25
  4  O     0.333333  0.666667  0.415423
  5  O     0.666667  0.333333  0.915423
  6  O     0.333333  0.666667  0.084577
  7  O     0.666667  0.333333  0.584577",0.24,"[[5.68202056, 0.0, 0.0], [0.0, 5.68201918, 0.0], [0.0, 0.0, 5.41286437]]","[[9.74235574, -6.000000000000001e-08, 0.0], [-6.000000000000001e-08, 9.742208080000001, 0.0], [0.0, 0.0, 8.11072605]]",2.36,5.59,9.2,True
882,mp-10402,TiTl2F6,9,164,156.414875046,"Full Formula (Ti1 Tl2 F6)
Reduced Formula: TiTl2F6
abc   :   6.039424   6.039423   4.951724
angles:  90.000000  90.000000 120.000003
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0         0         0
  1  Tl    0.666667  0.333333  0.310919
  2  Tl    0.333333  0.666667  0.689081
  3  F     0.8498    0.1502    0.784475
  4  F     0.8498    0.699601  0.784475
  5  F     0.300399  0.1502    0.784475
  6  F     0.1502    0.8498    0.215525
  7  F     0.1502    0.300399  0.215525
  8  F     0.699601  0.8498    0.215525",3.87,"[[3.12797728, 0.0, 0.0], [0.0, 3.12797655, 0.0], [0.0, 0.0, 2.93982619]]","[[34.3549574, -2.2e-07, 0.0], [-2.2e-07, 34.354498910000004, 7.919e-05], [0.0, 7.919e-05, 57.53629399]]",1.75,3.07,42.08,True
883,mp-12558,LiMgAs,3,216,59.9678400762,"Full Formula (Li1 Mg1 As1)
Reduced Formula: LiMgAs
abc   :   4.393505   4.393506   4.393505
angles:  59.999996  59.999995  59.999994
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0     0     0
  1  Mg    0.5   0.5   0.5
  2  As    0.25  0.25  0.25",1.37,"[[8.01536542, 7.4e-07, 1.05e-06], [7.4e-07, 8.01536602, 7.4e-07], [1.05e-06, 7.4e-07, 8.01536517]]","[[12.97454158, 0.00011168, -0.00026316], [0.00011168, 12.97480947, -0.00018611], [-0.00026316, -0.00018611, 12.97453531]]",2.83,8.02,12.97,True
884,mp-7430,Ca(CdSb)2,5,164,148.159474079,"Full Formula (Ca1 Cd2 Sb2)
Reduced Formula: Ca(CdSb)2
abc   :   4.728817   4.728816   7.650571
angles:  90.000000  90.000000 119.999999
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0         0         0
  1  Cd    0.333333  0.666667  0.630637
  2  Cd    0.666667  0.333333  0.369363
  3  Sb    0.333333  0.666667  0.235633
  4  Sb    0.666667  0.333333  0.764367",0.11,"[[50.78410092, 6.2e-06, 0.0], [6.2e-06, 50.78408475, 0.0], [0.0, 0.0, 15.85812831]]","[[62.50473547, 2.939e-05, -7e-07], [2.939e-05, 62.50634391, 0.000276], [-7e-07, 0.000276, 30.335701479999997]]",6.26,39.14,51.78,True
885,mp-6973,CsNaS,6,129,187.083862155,"Full Formula (Cs2 Na2 S2)
Reduced Formula: CsNaS
abc   :   4.843046   4.843046   7.976257
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Cs    0.25  0.25  0.651808
  1  Cs    0.75  0.75  0.348192
  2  Na    0.25  0.75  0
  3  Na    0.75  0.25  0
  4  S     0.75  0.75  0.807289
  5  S     0.25  0.25  0.192711",2.41,"[[3.84912126, 0.0, 0.0], [0.0, 3.84912126, 0.0], [0.0, 0.0, 3.83318302]]","[[9.74570878, 6.000000000000001e-08, -5e-08], [6.000000000000001e-08, 9.74576787, -5e-08], [-5e-08, -5e-08, 9.61785889]]",1.96,3.84,9.7,True
886,mp-9010,RbAuS,6,63,195.33869494599998,"Full Formula (Rb2 Au2 S2)
Reduced Formula: RbAuS
abc   :   5.293807   5.293807   7.097935
angles:  90.000000  90.000000 100.881591
Sites (6)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Rb    0.624451  0.375549  0.25
  1  Rb    0.375549  0.624451  0.75
  2  Au    0         0         0
  3  Au    0         0         0.5
  4  S     0.186284  0.813716  0.25
  5  S     0.813716  0.186284  0.75",1.99,"[[3.57079308, -0.28734335, 0.0], [-0.28734335, 3.4543576, 0.0], [0.0, 0.0, 5.45016772]]","[[6.88906158, -0.86054997, -3.0000000000000004e-08], [-0.86054997, 6.54400319, -7e-08], [-3.0000000000000004e-08, -7e-08, 23.16111536]]",2.04,4.16,12.2,True
887,mp-7472,RbAuO2,8,63,184.91103437200002,"Full Formula (Rb2 Au2 O4)
Reduced Formula: RbAuO2
abc   :   4.880317   6.133605   6.641797
angles:  90.000000 111.555006  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.302066  0.75      0.604131
  1  Rb    0.697934  0.25      0.395869
  2  Au    0.997556  0.25      0.995112
  3  Au    0.002444  0.75      0.004888
  4  O     0.890934  0.504636  0.781868
  5  O     0.109066  0.495364  0.218132
  6  O     0.890934  0.995364  0.781868
  7  O     0.109066  0.004636  0.218132",1.46,"[[2.37440271, 0.0, 0.20259605], [0.0, 5.50165939, 0.0], [0.20259605, 0.0, 2.84577019]]","[[4.6902459, -0.050567499999999994, 0.15538032000000002], [-0.050567499999999994, 6.82285516, 0.02520739], [0.15538032000000002, 0.02520739, 5.05148022]]",1.89,3.57,5.52,True
888,mp-560008,PNF2,8,36,125.51713116,"Full Formula (P2 N2 F4)
Reduced Formula: PNF2
abc   :   4.989135   5.299102   5.299102
angles: 116.372099  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.504698  0.866844  0.866844
  1  P     0.004698  0.133156  0.133156
  2  N     0.195375  0.911857  0.911857
  3  N     0.695375  0.088143  0.088143
  4  F     0.069464  0.438121  0.174678
  5  F     0.569464  0.561879  0.825322
  6  F     0.069464  0.174678  0.438121
  7  F     0.569464  0.825322  0.561879",5.62,"[[2.5947028899999998, 0.0, 0.0], [0.0, 1.98840243, 0.07405713], [0.0, 0.07405713, 1.91463162]]","[[4.66893477, 3.91e-06, 6.719999999999999e-06], [3.91e-06, 2.59979156, 0.162486699999999], [6.719999999999999e-06, 0.162486699999999, 2.43789318]]",1.47,2.17,3.24,True
889,mp-13949,Cd(GaTe2)2,7,82,236.359794614,"Full Formula (Cd1 Ga2 Te4)
Reduced Formula: Cd(GaTe2)2
abc   :   6.272692   6.272691   7.467177
angles: 114.835703 114.835700  90.000005
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cd    0         0         0
  1  Ga    0.25      0.75      0.5
  2  Ga    0.5       0.5       0
  3  Te    0.413038  0.391181  0.276185
  4  Te    0.114996  0.586962  0.723815
  5  Te    0.608819  0.136854  0.723815
  6  Te    0.863146  0.885004  0.276185",1.04,"[[9.9775913, 0.0358387, 0.06309196], [0.03579151, 9.99299158, 0.07812724], [0.06311875, 0.0781056, 10.08629314]]","[[13.12112772, 0.06856722, 0.12068527000000001], [0.06852003, 13.15078848, 0.14940048], [0.12071206000000001, 0.14937884, 13.32900294]]",3.17,10.02,13.2,True
890,mp-30993,LaIO,6,129,169.192669533,"Full Formula (La2 I2 O2)
Reduced Formula: LaIO
abc   :   4.165956   4.165956   9.748823
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  La    0.75  0.75  0.877971
  1  La    0.25  0.25  0.122029
  2  I     0.25  0.25  0.681855
  3  I     0.75  0.75  0.318145
  4  O     0.75  0.25  0
  5  O     0.25  0.75  0",3.29,"[[4.76050217, 0.0, 0.0], [0.0, 4.76050217, 0.0], [0.0, 0.0, 3.88586178]]","[[16.30751026, -4e-08, 0.0], [-4e-08, 16.30859172, 0.0], [0.0, 0.0, 5.664041109999999]]",2.11,4.47,12.76,True
891,mp-27419,LiBiF6,8,148,114.21073671,"Full Formula (Li1 Bi1 F6)
Reduced Formula: LiBiF6
abc   :   5.678617   5.678617   5.678617
angles:  54.932084  54.932082  54.932080
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0.5
  1  Bi    0         0         0
  2  F     0.749958  0.113341  0.384521
  3  F     0.384521  0.749958  0.113341
  4  F     0.113341  0.384521  0.749958
  5  F     0.615479  0.250042  0.886659
  6  F     0.886659  0.615479  0.250042
  7  F     0.250042  0.886659  0.615479",2.54,"[[2.44212566, 0.00270498, 0.00745335], [0.00270417, 2.44003837, 0.00511276], [0.00745364, 0.00511233, 2.45227389]]","[[6.3413251200000005, 0.12285971, 0.33862231000000004], [0.12285890000000001, 6.24649097, 0.232257649999999], [0.3386226, 0.23225722000000001, 6.802348559999999]]",1.56,2.44,6.46,True
892,mp-557519,CaCrF6,8,148,127.616276931,"Full Formula (Ca1 Cr1 F6)
Reduced Formula: CaCrF6
abc   :   5.765941   5.765941   5.765941
angles:  57.456118  57.456112  57.456110
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0.5       0.5       0.5
  1  Cr    0         0         0
  2  F     0.319053  0.126152  0.77988
  3  F     0.126152  0.77988   0.319053
  4  F     0.22012   0.680947  0.873848
  5  F     0.873848  0.22012   0.680947
  6  F     0.680947  0.873848  0.22012
  7  F     0.77988   0.319053  0.126152",1.69,"[[2.36012322, 0.00450842, 0.01184228], [0.00450825, 2.35675899, 0.00822053], [0.01184234, 0.00822044, 2.37522522]]","[[6.01185424, 0.052131790000000004, 0.13695846], [0.052131620000000004, 5.97308435, 0.09507797], [0.13695852, 0.095077879999999, 6.187276600000001]]",1.54,2.36,6.06,True
893,mp-7940,KNbSe2,8,194,187.513189273,"Full Formula (K2 Nb2 Se4)
Reduced Formula: KNbSe2
abc   :   3.637031   3.637032  16.368432
angles:  90.000000  90.000000 120.000001
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0         0         0
  1  K     0         0         0.5
  2  Nb    0         0         0.25
  3  Nb    0         0         0.75
  4  Se    0.333333  0.666667  0.150441
  5  Se    0.333333  0.666667  0.349559
  6  Se    0.666667  0.333333  0.650441
  7  Se    0.666667  0.333333  0.849559",0.69,"[[14.26919218, -2.27e-06, 0.0], [-2.27e-06, 14.26919906, 0.0], [0.0, 0.0, 6.34512671]]","[[15.52058336, -9.499999999999998e-07, -1e-08], [-9.499999999999998e-07, 15.52056359, -2e-08], [-1e-08, -2e-08, 8.86416869]]",3.41,11.63,13.3,True
894,mp-37906,LiMgN,3,216,31.4712760554,"Full Formula (Li1 Mg1 N1)
Reduced Formula: LiMgN
abc   :   3.543859   3.543859   3.543859
angles:  60.000006  60.000009  60.000008
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.75  0.75  0.75
  1  Mg    0.25  0.25  0.25
  2  N     0     0     0",2.27,"[[5.11689181, -8.3e-07, -5.9e-07], [-8.3e-07, 5.11689207, 0.0], [-5.9e-07, 0.0, 5.11689267]]","[[10.71212038, -0.00011157, -7.890000000000002e-05], [-0.00011157, 10.712418889999999, -5.1970000000000006e-05], [-7.890000000000002e-05, -5.1970000000000006e-05, 10.71264128]]",2.26,5.12,10.71,True
895,mp-8001,LiAlO2,4,166,33.2199244427,"Full Formula (Li1 Al1 O2)
Reduced Formula: LiAlO2
abc   :   5.066387   5.066386   5.066387
angles:  32.413237  32.413238  32.413243
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0         0
  1  Al    0.5       0.5       0.5
  2  O     0.238118  0.238118  0.238118
  3  O     0.761882  0.761882  0.761882",6.12,"[[3.14272355, -0.00913803, -0.05142597], [-0.00913803, 3.15212792, -0.03137154], [-0.05142597, -0.03137154, 2.98114435]]","[[13.468048679999999, -0.12474556, -0.70214933], [-0.12474556, 13.59639701, -0.42832471000000005], [-0.70214933, -0.42832471000000005, 11.26170291]]",1.76,3.09,12.78,True
896,mp-8393,Tl3SbS3,7,160,212.02960377099998,"Full Formula (Tl3 Sb1 S3)
Reduced Formula: Tl3SbS3
abc   :   6.205880   6.205880   6.205879
angles: 104.294864 104.294865 104.294871
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tl    0.565128  0.565128  0.171898
  1  Tl    0.565128  0.171898  0.565128
  2  Tl    0.171898  0.565128  0.565128
  3  Sb    0.988499  0.988499  0.988499
  4  S     0.579796  0.964525  0.964525
  5  S     0.964525  0.964525  0.579796
  6  S     0.964525  0.579796  0.964525",1.59,"[[8.78589577, -0.54847511, -0.29992326], [-0.54847511, 8.39683046, -0.42460601000000003], [-0.29992326, -0.42460601000000003, 8.94112535]]","[[21.641368319999998, -2.01277147, -1.10133076], [-2.01277147, 20.211239120000002, -1.55825917], [-1.10133076, -1.55825917, 22.216234399999998]]",2.95,8.71,21.36,True
897,mp-10182,LiZnP,3,216,47.7213399033,"Full Formula (Li1 Zn1 P1)
Reduced Formula: LiZnP
abc   :   4.071388   4.071389   4.071388
angles:  60.000005  60.000004  59.999999
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.75  0.75  0.75
  1  Zn    0.25  0.25  0.25
  2  P     0     0     0",1.34,"[[10.06560833, 1.0099999999999999e-06, 0.0], [1.0099999999999999e-06, 10.06560886, 0.0], [0.0, 0.0, 10.06560512]]","[[16.32125301, 0.00022637000000000002, -0.0007387], [0.00022637000000000002, 16.32208351, -0.00052237], [-0.0007387, -0.00052237, 16.3212439]]",3.17,10.07,16.32,True
898,mp-11917,Mg(BeN)2,5,164,38.608081652399996,"Full Formula (Mg1 Be2 N2)
Reduced Formula: Mg(BeN)2
abc   :   2.956431   2.956430   5.100493
angles:  90.000000  90.000000 119.999995
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0         0         0
  1  Be    0.666667  0.333333  0.372016
  2  Be    0.333333  0.666667  0.627984
  3  N     0.666667  0.333333  0.721838
  4  N     0.333333  0.666667  0.278162",4.07,"[[4.59289684, 9e-07, 0.0], [9e-07, 4.59289559, 0.0], [0.0, 0.0, 4.93023907]]","[[11.46753236, 1.33e-06, 0.0], [1.33e-06, 11.46781582, -5.743000000000001e-05], [0.0, -5.743000000000001e-05, 13.410276329999999]]",2.17,4.71,12.12,True
899,mp-5175,NaInO2,4,166,51.8042969552,"Full Formula (Na1 In1 O2)
Reduced Formula: NaInO2
abc   :   5.854470   5.854470   5.854470
angles:  32.601100  32.601093  32.601104
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.5       0.5       0.5
  1  In    0         0         0
  2  O     0.737977  0.737977  0.737977
  3  O     0.262023  0.262023  0.262023",1.91,"[[4.18378748, -0.044564480000000004, -0.24952973], [-0.044564480000000004, 4.22960773, -0.1522963], [-0.24952973, -0.1522963, 3.40404332]]","[[12.22801634, -0.21084961, -1.18147866], [-0.21084961, 12.44263352, -0.720847089999999], [-1.18147866, -0.720847089999999, 8.53594436]]",1.98,3.94,11.07,True
900,mp-6920,KNO3,5,160,81.6907056244,"Full Formula (K1 N1 O3)
Reduced Formula: KNO3
abc   :   4.435092   4.435092   4.435092
angles:  77.334514  77.334520  77.334521
Sites (5)
  #  SP            a          b          c
---  ----  ---------  ---------  ---------
  0  K     -0.005382  -0.005382  -0.005382
  1  N      0.435893   0.435893   0.435893
  2  O      0.56675    0.169988   0.56675
  3  O      0.56675    0.56675    0.169988
  4  O      0.169988   0.56675    0.56675",2.96,"[[2.1611346, -0.16153984, -0.21934223], [-0.16153984, 2.20691265, -0.19045359], [-0.21934223, -0.19045359, 2.08857488]]","[[4.91933253, -0.284561399999999, -0.38530851], [-0.284561399999999, 4.99645583, -0.33411283], [-0.38530851, -0.33411283, 4.78914992]]",1.47,2.15,4.9,True
